ID,avg_traffic_pct,avg_diesel_pm,avg_cancer_risk,avg_resp_hazard,avg_ej_index
060371011101,48.81957394079295,0.32990408468344623,34.7001322913263,0.6554091873235932,0.36663482912552803
060371011102,87.21674986341091,0.32990408468344623,34.7001322913263,0.6554091873235932,0.5411289088404975
060371011103,58.16116228849509,0.32990408468344623,34.7001322913263,0.6554091873235932,0.27998281225378696
060371011221,40.28810621824655,0.307080587544195,34.23104266244883,0.6434979694451073,0.13972081833971875
060371011222,29.191503779293225,0.307080587544195,34.23104266244883,0.6434979694451073,0.1455657411077555
060371012101,70.0981577476318,0.44771731539646453,37.362315365427776,0.8341837497769611,0.6285026740081461
060371012102,79.07251270773565,0.44771731539646453,37.362315365427776,0.8341837497769611,0.5216342933116868
060371012201,40.668056305604,0.406141232402336,36.88422078800085,0.7919422003859162,0.39454526177772226
060371012202,67.52328444956035,0.406141232402336,36.88422078800085,0.7919422003859162,0.5024439123147483
060371013001,58.40854979107337,0.41616079325753397,36.402987769262054,0.7783978090536212,0.1140612134988515
060371013002,92.58117657519028,0.41616079325753397,36.402987769262054,0.7783978090536212,0.1867313373614935
060371013003,67.2892399828801,0.41616079325753397,36.402987769262054,0.7783978090536212,0.2763888073322778
060371013004,64.30470571279233,0.41616079325753397,36.402987769262054,0.7783978090536212,0.23250987478931676
060371014001,88.98787423185308,0.415121720111009,36.290831317735524,0.7784624058325674,0.4796564553203553
060371014002,69.18789085780843,0.415121720111009,36.290831317735524,0.7784624058325674,0.22455802832364274
060371014003,71.46224379579468,0.415121720111009,36.290831317735524,0.7784624058325674,0.3390023618726275
060371021031,92.10002466895197,0.528292302759308,38.2743657737155,0.9148354958494466,0.210996661455143
060371021041,96.38608666255678,0.6003103453453532,40.79326916867115,0.9735559475904301,0.30208832828927723
060371021042,95.31604937061593,0.6003103453453532,40.79326916867115,0.9735559475904301,0.24666627374472475
060371021051,98.71270254508423,0.8507244457456385,42.7696503729603,1.1995020703709125,0.632474761164369
060371021052,98.72851608860257,0.8507244457456385,42.7696503729603,1.1995020703709125,0.60015998313354
060371021071,54.09921632878478,0.41040365167468,36.461580298261374,0.7724556066536,0.38712490117168574
060371021072,70.31800908898558,0.41040365167468,36.461580298261374,0.7724556066536,0.29189458447448674
060371031011,52.644901652830846,0.3127178351783655,33.95330107003323,0.6259094252205077,0.25099894914878224
060371031012,39.02095375503943,0.3127178351783655,33.95330107003323,0.6259094252205077,0.3201594065845945
060371031021,76.4721031149225,0.369024021963527,34.9164716352966,0.67676986127506,0.3054835024406942
060371031022,79.97476013173866,0.369024021963527,34.9164716352966,0.67676986127506,0.346157995315705
060371031023,46.51364116099365,0.369024021963527,34.9164716352966,0.67676986127506,0.40135981993492853
060371031024,72.6415691305618,0.369024021963527,34.9164716352966,0.67676986127506,0.39527189347084024
060371031025,65.21297936327562,0.369024021963527,34.9164716352966,0.67676986127506,0.26292511159346377
060371032001,91.17485575372747,0.40380140362873496,34.81672325419905,0.6773323655379785,0.4473508888381463
060371032002,92.87870086465205,0.40380140362873496,34.81672325419905,0.6773323655379785,0.2813213775635158
060371032003,72.2583755155674,0.40380140362873496,34.81672325419905,0.6773323655379785,0.44430118814460523
060371033001,52.7268250754567,0.362825883676254,34.49049852009865,0.6387981930814093,0.18080943335486424
060371033002,75.18129525627877,0.362825883676254,34.49049852009865,0.6387981930814093,0.15646160729347774
060371034001,86.17695230939142,0.40463930105111,35.03274122403243,0.6849627808725796,0.48629185718643775
060371034002,73.70701823819175,0.40463930105111,35.03274122403243,0.6849627808725796,0.33997764549701776
060371034003,45.503670672606454,0.40463930105111,35.03274122403243,0.6849627808725796,0.20326537747771026
060371034004,70.40561635686333,0.40463930105111,35.03274122403243,0.6849627808725796,0.2631923316240262
060371034005,87.06919788066209,0.40463930105111,35.03274122403243,0.6849627808725796,0.31116395515434375
060371041031,91.12869907995633,0.454761842016531,35.50884532324032,0.6953661178949815,0.5801244639582335
060371041032,92.92948322179215,0.454761842016531,35.50884532324032,0.6953661178949815,0.6220230657724192
060371041051,97.50339599250462,0.5643892119566745,38.943850949645,0.8662264070224532,0.6727641061537409
060371041052,61.4997464267876,0.5643892119566745,38.943850949645,0.8662264070224532,0.7542470529763088
060371041081,52.463347803981755,0.4716818648522562,36.336125479859646,0.7430782200849307,0.7590223265350078
060371041082,96.59207352480954,0.4716818648522562,36.336125479859646,0.7430782200849307,0.7654921987398395
060371041083,89.10929970010595,0.4716818648522562,36.336125479859646,0.7430782200849307,0.6659741122223317
060371041241,96.9288209704756,0.3707986678451918,34.70128572190558,0.6618665338299747,0.6268328971083528
060371041242,86.6089348853484,0.3707986678451918,34.70128572190558,0.6618665338299747,0.442176695993395
060371041243,28.666396321117126,0.3707986678451918,34.70128572190558,0.6618665338299747,0.20564188910530024
060371042011,97.94255214883205,0.572697794718626,38.55781090914455,0.8400388471594775,0.7003408657153692
060371042012,97.21081290246326,0.572697794718626,38.55781090914455,0.8400388471594775,0.8239747156104388
060371042013,97.30210239676114,0.572697794718626,38.55781090914455,0.8400388471594775,0.7713829679845767
060371042031,69.61013925464985,0.5486936415168668,38.48513926088525,0.8448539806385845,0.8041159802951647
060371042032,96.62575034134319,0.5486936415168668,38.48513926088525,0.8448539806385845,0.7638015788969277
060371042041,98.54260901790374,0.42092788911475326,37.1163654396972,0.751836259118103,0.8157138633328428
060371042042,97.58405583145856,0.42092788911475326,37.1163654396972,0.751836259118103,0.6278736368736377
060371043101,93.59030277480477,0.6845832077880551,39.36883300979815,0.909192267223931,0.7821179471229612
060371043102,95.55400936907051,0.6845832077880551,39.36883300979815,0.909192267223931,0.7232023608571972
060371043103,97.64775303673977,0.6845832077880551,39.36883300979815,0.909192267223931,0.702114220430185
060371043201,96.09498534093721,0.624046776416621,39.04792901251763,0.8830521218509918,0.719497957759574
060371043202,68.73538862340007,0.624046776416621,39.04792901251763,0.8830521218509918,0.72694210390279
060371043203,70.15690586535548,0.624046776416621,39.04792901251763,0.8830521218509918,0.823830876845993
060371043204,95.7868402476268,0.624046776416621,39.04792901251763,0.8830521218509918,0.6921794229208428
060371044011,98.2624489720084,0.6551802625182614,38.82423979768012,0.8883610149538762,0.7467663517319117
060371044012,97.4732868795144,0.6551802625182614,38.82423979768012,0.8883610149538762,0.6942801200941575
060371044031,99.69611239035802,0.724175899186118,39.1915074904582,0.9274728538324805,0.700392332300098
