ZIP_Code_of_Residence,Total_Births_2018_2022,Total_LBW_Count_2018_2022,LBW_Rate,combined_noise_mean_db,race_ethnicity_minority_status,black_prop,insurance_coverage_prop,late_prenatal_care_prop,maternal_age_risk_prop,low_education_prop
90638,1883.0,172.0,9.134360063728094,57.84813161505734,0.7371,0.0144899285250162,0.9934372969460687,0.11789697291556028,0.3125331917153478,0.21269251194901753
90640,3128.5,236.5,7.559533322678599,57.01355214666915,0.9405,0.0088130478055671,0.9930169839791956,0.11395237334185712,0.2397315007191945,0.4267220712801662
90650,5305.5,350.5,6.606351898972764,57.83290416368508,0.8992,0.0453801123716697,0.9878999441083318,0.1412684949580624,0.21939496748657053,0.3950617283950617
90660,3048.5,208.5,6.839429227488929,57.43640999324975,0.9569,0.0102337518883708,0.9930475463361544,0.12547154338199115,0.21125143513203215,0.4133180252583238
90670,933.5,104.5,11.194429566148902,58.25297766197071,0.898,0.0259740259740259,0.9971519708361812,0.14568826995179432,0.2608462774504553,0.2774504552758436
90701,785.5,94.5,12.030553787396563,55.72716763003009,0.8504,0.0416333066453162,0.9732093367001292,0.16040738383195416,0.23615531508593252,0.3679185232336092
90703,1608.0,165.0,10.261194029850747,57.11390357739779,0.8816,0.0849920947014229,0.9975067904487778,0.10820895522388059,0.3927238805970149,0.12531094527363185
90704,185.5,27.5,14.824797843665769,48.5122032714703,0.5717,0.0026164311878597,0.9955520669806384,0.1778975741239892,0.2668463611859838,0.40161725067385445
90706,4400.5,295.5,6.715146006135667,56.68112448470463,0.8742,0.1223580763732897,0.9951118031447824,0.12862174752868993,0.19247812748551302,0.40154527894557435
90710,1326.5,128.5,9.68714662646061,57.91835162991465,0.8351,0.1240687574953665,0.9989461060435368,0.12891066716924238,0.287598944591029,0.33546928006030907
90712,1816.0,128.0,7.048458149779736,57.621502223081606,0.711,0.1179639959432048,0.9987322515212982,0.11371145374449339,0.3248898678414097,0.1343612334801762
90713,1475.0,125.0,8.47457627118644,54.96865532373054,0.5603,0.0376595520236295,0.9994373923133724,0.10033898305084746,0.30610169491525424,0.1264406779661017
90715,1098.0,103.0,9.380692167577411,56.91650297749023,0.8476,0.1018187025633681,0.9995703852212516,0.15391621129326047,0.27823315118397085,0.28506375227686703
90716,867.0,93.5,10.784313725490197,55.03197507155822,0.9456,0.0286206154508284,1.0,0.18685121107266436,0.19377162629757785,0.5490196078431373
90717,1212.5,82.5,6.804123711340206,56.69895802149807,0.647,0.0493849825592069,0.9939875160638884,0.09072164948453608,0.29195876288659794,0.24
90723,3252.0,230.0,7.072570725707257,58.22407489699481,0.9569,0.0897421461547123,0.993337837330631,0.11977244772447725,0.19526445264452644,0.5153751537515375
90732,935.5,100.0,10.689470871191876,55.23928772538873,0.528,0.0459733671528218,0.9758130265422592,0.08444681988241583,0.3452699091394976,0.1288081239978621
90802,1862.0,153.0,8.216970998925886,57.53826546437634,0.6623,0.1423572928121563,0.9879036289113264,0.11546723952738991,0.2752416756176155,0.29269602577873255
90803,1170.0,90.0,7.6923076923076925,56.047204886927126,0.3382,0.0345873211409078,0.9963675416153384,0.08076923076923077,0.4076923076923077,0.06880341880341881
90813,3438.0,284.0,8.26061663757999,56.701352602613525,0.911,0.1059705109325777,0.9949857401159432,0.13947062245491565,0.1689936009307737,0.5663176265270506
90814,897.0,71.5,7.971014492753622,53.51573326879267,0.4975,0.0822274767166916,0.9918930656758193,0.0858416945373467,0.3595317725752508,0.12374581939799331
90815,1838.0,141.0,7.671381936887922,58.33335180077498,0.5048,0.0756799738066839,0.9918379756308612,0.07480957562568008,0.41539717083786726,0.09031556039173014
91001,1489.0,130.0,8.730691739422431,52.70691468727719,0.6397,0.2132619439868204,0.9974190005491488,0.11114842175957018,0.4244459368703828,0.187038280725319
91006,1360.5,81.0,5.953693495038589,58.13851114765421,0.8068,0.0125992621772025,0.9999687363221408,0.11760382212421903,0.3954428518926865,0.09298052186696068
91007,1796.0,141.0,7.850779510022271,56.4246330252998,0.7847,0.0157940480115083,0.9753948512002876,0.1361358574610245,0.3549554565701559,0.0826837416481069
91008,99.0,5.5,5.555555555555555,50.23009494153128,0.5586,0.0,1.0,0.16666666666666666,0.5,0.2777777777777778
91010,1222.0,109.0,8.919803600654665,58.45421399361357,0.8006,0.0499906803355079,0.9843056849953402,0.1256137479541735,0.28846153846153844,0.2720949263502455
91011,553.0,49.5,8.95117540687161,56.20737026307164,0.4708,0.010692039825396,0.9990681249693462,0.07956600361663653,0.5244122965641953,0.059674502712477394
91016,2074.0,158.0,7.618129218900675,57.07242742324343,0.7178,0.0522213189230548,0.9972263402037206,0.10390549662487945,0.34450337512054,0.18105110896817744
91020,398.0,55.0,13.819095477386934,56.80772669305127,0.4992,0.0147822612864562,0.9804234918098282,0.13819095477386933,0.38944723618090454,0.09673366834170855
91024,436.0,55.0,12.614678899082568,52.98634598041096,0.4221,0.0519235942964756,0.9987445072190836,0.12614678899082568,0.47477064220183485,0.10091743119266056
91030,994.5,71.5,7.18954248366013,56.5212722989456,0.6215,0.0371666102396268,0.994695858255276,0.07792860734037205,0.521870286576169,0.0563097033685269
91040,1009.0,95.5,9.464816650148665,56.65197433974661,0.387,0.0290277844196834,0.988331500167376,0.12586719524281467,0.3607532210109019,0.1774033696729435
91042,1349.0,115.0,8.524833209785026,55.11901990994324,0.413,0.0191009992993841,0.9924407242154948,0.10266864343958487,0.3398813936249073,0.21793921423276502
91046,5.5,0.0,0.0,52.28331942010598,0.1524,0.0,1.0,0.0,1.0,0.0
91101,1191.5,105.5,8.854385228703315,56.92347376940848,0.6555,0.0577595379236966,0.9957440340477276,0.10784725136382711,0.3483004616030214,0.1376416281997482
91103,1393.0,141.0,10.122038765254846,57.01248229470788,0.7972,0.1574336511208451,0.9722825486803844,0.13890882986360373,0.3061737257717157,0.34099066762383345
91104,1737.0,134.0,7.714450201496834,52.73118089156834,0.6266,0.0656216938582326,0.9996380644802048,0.11139896373056994,0.3701784686240645,0.2158894645941278
91105,580.5,49.5,8.527131782945736,57.45087965787414,0.4419,0.0228490387645761,0.9796722344784116,0.06632213608957795,0.4780361757105943,0.07579672695951765
91106,1315.5,108.5,8.247814519194224,56.74762229038585,0.6448,0.0716835342040062,0.9976903372107672,0.10528316229570506,0.37438236412010645,0.09578107183580388
91107,1613.0,130.0,8.05951642901426,57.62524711221052,0.6329,0.0455480187839538,0.994045609404254,0.07160570365778053,0.439863608183509,0.09392436453812772
91108,379.0,38.5,10.15831134564644,53.56442784271485,0.7898,0.0050163229556493,1.0,0.14511873350923482,0.5699208443271768,0.05804749340369393
91201,937.5,103.0,10.986666666666666,56.54772702185064,0.3003,0.0098362135090014,0.993367323918242,0.11573333333333333,0.368,0.152
91202,1058.0,102.0,9.640831758034029,54.09899877177425,0.2657,0.0195786430730147,0.9954885900748982,0.09593572778827977,0.41257088846880907,0.1001890359168242
91203,913.5,72.5,7.936507936507936,57.63512532404508,0.4227,0.033874932549913,1.0,0.13409961685823754,0.3278598795840175,0.16639299397920088
91204,785.5,86.5,11.012094207511138,57.3788853517832,0.5626,0.0264570344266738,0.9751694226077527,0.11966900063653724,0.26543602800763844,0.2259707192870783
91205,1623.0,146.0,8.995686999383858,54.829048162012384,0.4255,0.0188225423017759,0.9959166550132847,0.11829944547134935,0.31608133086876156,0.23690696241528034
91206,1509.5,146.5,9.70520039748261,56.43112095027906,0.3195,0.0207159224623769,0.9924444169195517,0.08082146406094734,0.4130506790327923,0.13448161642928122
91207,458.0,49.5,10.807860262008736,51.71783512096248,0.1524,0.0036966910107294,1.0,0.10807860262008734,0.4650655021834061,0.08406113537117904
91208,650.0,49.5,7.615384615384616,57.16135354546122,0.3943,0.0059829615659751,0.9987643883722442,0.08461538461538462,0.51,0.07615384615384616
91210,88.0,0.0,0.0,56.698264221536895,0.3592,0.0,1.0,0.125,0.4375,0.125
91214,1193.0,120.0,10.05867560771165,56.301044324706695,0.5144,0.0068946326984912,0.997588424437299,0.08885163453478626,0.45138306789606036,0.07837384744341995
91301,885.0,93.5,10.564971751412427,56.520453843296366,0.2844,0.0157661226430042,0.995523688797338,0.0903954802259887,0.45310734463276836,0.10112994350282486
91302,785.0,66.0,8.40764331210191,56.9420565627278,0.1983,0.0262557945132608,0.9990120829850292,0.06305732484076433,0.49044585987261147,0.09681528662420383
91303,1792.0,148.0,8.258928571428571,55.35766039646855,0.7575,0.0385155662996961,0.9983992682369084,0.09542410714285714,0.2544642857142857,0.48828125
91304,2632.5,215.5,8.186134852801521,55.10558773484928,0.6878,0.048373153819272,0.9922934024903898,0.09477682811016144,0.28376068376068375,0.4011396011396011
91306,2322.0,201.0,8.656330749354005,53.96535939596747,0.7609,0.0329963606955115,0.9978164173069148,0.08290267011197244,0.28165374677002586,0.400947459086994
91307,1001.5,86.5,8.637044433349974,53.887848129844464,0.4295,0.0452538631346578,0.995230211289814,0.06040938592111832,0.4273589615576635,0.15926110833749377
91311,1656.5,136.5,8.240265620283731,57.170273088616256,0.5802,0.061822071847945,0.9907453477958006,0.08994868699064293,0.34591005131300934,0.18593419861153032
91316,1648.0,170.0,10.315533980582524,56.463962399863775,0.2941,0.023756886689827,1.0,0.05157766990291262,0.4208131067961165,0.12924757281553398
91321,1777.5,146.5,8.241912798874825,59.37589959461566,0.6782,0.0211922460282757,0.9968517708788808,0.12376933895921238,0.26357243319268636,0.3651195499296765
91324,1413.0,139.0,9.83722576079264,55.81930078099944,0.6878,0.0570535233996772,0.9968733189887036,0.09094125973106865,0.2827317763623496,0.27176220806794055
91325,1540.5,139.5,9.055501460564752,56.53770604329616,0.6499,0.0575456566395587,0.9952443931676844,0.10451152223304122,0.2898409607270367,0.2765335929892892
91326,1465.0,137.0,9.351535836177474,57.69396134514282,0.6006,0.0828972961126482,0.9991781497411172,0.07849829351535836,0.43583617747440273,0.11160409556313994
91331,5749.5,461.5,8.02678493782068,57.59680437858763,0.9569,0.019057352410725,0.9961925373732516,0.12783720323506392,0.2096704061222715,0.5334376902339334
91335,4072.0,307.0,7.539292730844793,53.56752208061606,0.7309,0.0413437362295549,0.988309702169574,0.0968811394891945,0.2706286836935167,0.3919449901768173
91340,1989.5,162.5,8.16788137723046,57.810861831785445,0.9671,0.0199299293550054,0.9979610591005686,0.11937672782106057,0.21161095752701684,0.4895702437798442
91342,5263.0,420.0,7.980239407182216,59.37368317932058,0.8788,0.0379239576582415,0.9919421041261612,0.11941858255747673,0.23114193425802773,0.43207296218886565
91343,3312.0,272.0,8.212560386473431,58.99402553809701,0.8045,0.0503062048011646,0.9966926716566707,0.11246980676328502,0.2545289855072464,0.473731884057971
91344,2289.5,192.5,8.407949333915703,58.11333383948991,0.5768,0.030076863094575,0.991014073001374,0.08713692946058091,0.3395937977724394,0.17951517798645994
91345,967.5,88.0,9.095607235142118,58.28786888244395,0.8329,0.0202911097884313,0.9829554677777176,0.12868217054263567,0.24754521963824289,0.33178294573643413
91350,2233.0,172.0,7.702642185400806,57.343624458378855,0.5518,0.0440539911566209,0.9963928322085176,0.08911777877295118,0.3123600537393641,0.11665920286609942
91351,1785.5,148.5,8.316998039764771,56.78108128297141,0.6759,0.0297150901245524,1.0,0.11089330719686362,0.2730327639316718,0.32875945113413607
91352,2467.0,192.0,7.782732063234699,58.65479155222226,0.7949,0.0222582838095655,0.9955483432380868,0.166396432914471,0.22760437778678558,0.4823672476692339
91354,1546.0,134.0,8.667529107373868,53.608135753525886,0.5048,0.0515451436181482,0.9996973274009504,0.07858990944372575,0.3667529107373868,0.09864165588615782
91355,1387.5,112.5,8.108108108108109,57.77508308095342,0.4108,0.024662418699858,0.997589884116346,0.09873873873873874,0.31207207207207205,0.12
91356,1458.5,147.0,10.0788481316421,55.957987758868285,0.3626,0.0619301284355697,0.9944115820778456,0.06753513884127528,0.3866986630099417,0.188892697977374
91361,630.0,77.0,12.22222222222222,54.18081829214489,0.2374,0.0114648322934997,0.9950941182744094,0.06984126984126984,0.44365079365079363,0.14603174603174604
91362,1331.0,116.0,8.715251690458302,57.83903945840016,0.3127,0.0190100625509926,0.9981234702202882,0.054094665664913597,0.37753568745304283,0.16716754320060107
91364,1216.0,104.5,8.59375,56.709156728551626,0.3552,0.0559707978446028,0.9933599860942116,0.05016447368421053,0.49136513157894735,0.11883223684210527
91367,2301.0,195.0,8.47457627118644,55.722227478863445,0.404,0.0724666755828986,0.9997102224599884,0.05910473707083876,0.38657105606258146,0.14015645371577576
91381,791.0,82.5,10.429835651074589,56.94164624162909,0.5864,0.0556460889570552,1.0,0.10872313527180784,0.4020227560050569,0.11125158027812895
91384,1164.5,96.5,8.286818376985831,57.23686645706116,0.6204,0.0485679155214812,0.8490525097642123,0.11850579647917561,0.28853585229712325,0.18162301416917132
91387,2489.5,201.5,8.093994778067886,58.71686423335323,0.6555,0.0737204135691702,0.999871827736478,0.12753564972886122,0.2864028921470175,0.2731472183169311
91390,762.0,71.5,9.383202099737533,57.20120022679823,0.3785,0.0218172213417855,0.9949815108293714,0.09383202099737532,0.276246719160105,0.16929133858267717
91401,2031.5,144.5,7.112970711297072,55.08200107510351,0.6034,0.0541616682406391,0.9994639985706628,0.10017228648781688,0.3256214619739109,0.33620477479694805
91402,3907.0,345.0,8.830304581520348,56.2721856896508,0.9008,0.0323240649425202,0.9940385945802728,0.13117481443562837,0.21909393396467877,0.5513181469157922
