ZIP_CODE,avg_traffic_pct,avg_diesel_pm,avg_cancer_risk,avg_resp_hazard,avg_ej_index
91042,65.53971843968445,0.388686815544331,35.871371864960985,0.7404376069273745,0.35311064002299714
91043,74.58533522768373,0.4477173153964645,37.362315365427776,0.8341837497769611,0.5750684836599165
91214,74.06802673390668,0.38747658434339133,34.99743865733045,0.6900943434475018,0.2829863941143426
91040,71.15904091854412,0.38675171956169335,34.895257814096645,0.6764669886361626,0.3222068372640863
91352,83.74434389273057,0.6583420068017056,40.59517881332209,0.9968138006146005,0.6142184031388257
91504,77.60400222436495,0.5984028358867733,39.28400394876601,0.9649656516681181,0.33265814631313173
91505,90.97045802409282,0.6559913026673126,42.51324340392435,0.9919041307625841,0.3067890517736195
91041,85.43731071131565,0.4038014036287349,34.81672325419905,0.6773323655379785,0.39099115151542235
91342,74.87091297793465,0.4719736945350166,36.54825820358351,0.7713043310632711,0.6052905453016993
91331,78.12737379271624,0.6124675634351772,39.040236924165896,0.8798488552748738,0.6841807156826951
91340,77.13252898778441,0.5574040752790936,38.315068860673726,0.8448482709835545,0.7028510342608147
91333,84.76458575194661,0.5843646948588348,38.5947023255724,0.8530035197525825,0.759096730228126
91392,94.55987047065443,0.574509702103997,37.95300443536972,0.8593740987939338,0.7095881987176134
91344,74.61735489334815,0.5306077873113264,37.68205516612102,0.8238245817216283,0.384138646627066
91326,70.25831301417712,0.4723147681789156,36.51402397945197,0.7611607310620097,0.34092772976265723
91327,93.32098641487173,0.4618270786251427,36.04055247695747,0.729305648675597,0.3422500043902117
91311,76.77441107493773,0.4561792045210338,36.30869687628292,0.7603589247300322,0.3533940659324604
91345,91.87647012785081,0.6795087475885748,38.96482015302192,0.8913263517534957,0.5406913536328023
91346,98.30255646060982,0.7322912036252672,38.659832921866176,0.8965726865791063,0.5361586969026235
91395,90.9236039845702,0.6811164918369608,38.85977626739475,0.8897000202090393,0.5217920503677186
91343,80.66672293991668,0.5835929278238837,39.04586625386237,0.8938388389569246,0.5365734179709521
91394,60.426765977409524,0.48105994401810176,37.82144298405208,0.8257779194390555,0.36371982064905845
91324,64.89553164973441,0.5177130974817148,37.4734703414495,0.8081946352791021,0.4284856661365555
91325,65.98068714627732,0.5072602250660624,37.95428439893965,0.8420418261730651,0.4281628920575225
93063,67.7138685830401,0.4102617377608012,34.99863249465868,0.6930803773328964,0.22981902946967936
91313,91.17556091704269,0.4796630409522747,36.38579006968652,0.7760439773449015,0.4088892157972467
91304,76.6441860503278,0.4772437056047556,37.08887048021721,0.8022042085869533,0.47378985478134694
91306,72.92974713268603,0.5362962228029845,38.07654099872254,0.8447732666761526,0.5454452039492134
91330,52.31729562992633,0.4677786240974914,37.35745721621008,0.8091730272020508,0.7531125722845171
91328,57.08679922871688,0.5370351075569098,37.542384122887526,0.8131115293270708,0.44228426994989034
91402,73.22338795823549,0.6111234800078933,40.7666788202387,0.97817909773954,0.687264184467358
91393,77.36576368839802,0.5990494810513805,39.208236974868754,0.8834608277191245,0.5879576198777672
