FIPS,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,total_race_population,white_population,black_population,asian_population,hispanic_population,median_household_income,total_housing_population,total_ownership_population,health_insurance_coverage_pop,educational_attainment,poverty_rate,homeownership_rate
94571,0.2906,0.4766,0.4612,0.3966,0.1159,10514,7532,1152,511,2310,80962.0,5342,4186,10514,23.0,973,0.7836016473231
94572,0.7029,0.5374,0.8801,0.7609,0.5823,9309,2953,1327,2134,2537,92250.0,3046,1748,9308,19.3,897,0.5738673670387393
94573,0.0374,0.0392,0.2567,0.4476,0.0423,107,107,0,0,48,,51,14,107,9.5,0,0.27450980392156865
94574,0.5497,0.269,0.7207,0.2844,0.8216,7827,6047,34,163,1990,130250.0,3457,2333,7762,34.2,486,0.6748625976280012
94575,-999.0,-999.0,-999.0,0.5518,-999.0,1048,599,83,175,260,,0,0,1048,19.2,37,
94576,0.0316,0.0251,0.2341,0.0731,0.0527,171,150,0,21,0,158125.0,86,73,171,38.7,0,0.8488372093023255
94577,0.6462,0.3953,0.5411,0.7677,0.8714,47937,15747,6449,13392,13902,106695.0,16684,9428,47727,25.0,3408,0.565092304003836
94578,0.8058,0.5994,0.7346,0.8601,0.9461,42350,9680,7754,12144,14246,87120.0,13872,5558,41829,19.4,5132,0.40066320645905423
94579,0.6251,0.3795,0.6657,0.7898,0.7155,20272,5332,583,10067,4246,95398.0,6589,5018,20272,19.6,1734,0.7615723174988618
94580,0.5468,0.3871,0.6871,0.8045,0.4594,29377,8875,1040,10921,10031,103364.0,8775,6614,29377,21.6,1934,0.7537321937321937
94582,0.1275,0.0608,0.2879,0.7518,0.1761,47338,13114,1756,27826,3000,202775.0,16184,11304,47316,40.9,2401,0.6984676223430548
94583,0.1474,0.0678,0.274,0.5575,0.2856,39758,19550,626,14350,4184,178212.0,13707,10026,39739,36.0,1265,0.7314510833880499
94585,0.6053,0.4602,0.7584,0.7768,0.4699,29401,9472,6508,4798,8836,95109.0,9659,5969,28976,14.8,2636,0.6179728750388239
94586,0.2129,0.1304,0.6645,0.272,0.226,964,735,4,122,117,189464.0,323,267,963,22.5,58,0.826625386996904
94587,0.5298,0.1977,0.4067,0.8567,0.847,69502,12248,3326,38809,13986,138013.0,20860,13758,69313,28.7,4573,0.6595397890699904
94588,0.1696,0.0924,0.2468,0.6374,0.3001,35162,14159,938,15776,3971,177016.0,12292,7962,35144,36.3,2220,0.6477383664171819
94589,0.7871,0.6135,0.8036,0.8499,0.854,29959,8070,5602,6946,10732,85373.0,9552,6028,29635,16.4,2413,0.63107202680067
94590,0.8684,0.7643,0.7984,0.7394,0.9334,37991,13466,8450,4031,13271,65340.0,15456,6574,37880,14.6,7002,0.42533643892339545
94591,0.555,0.4795,0.6419,0.7677,0.4044,59026,16498,9199,17913,13426,104567.0,19742,13425,58632,23.2,5307,0.6800222875088644
94592,0.0924,0.1649,0.0672,0.655,0.1512,1020,397,82,308,241,149583.0,422,375,1014,22.7,112,0.8886255924170616
94595,0.3099,0.1327,0.5133,0.2125,0.555,17341,13057,359,2052,1243,91734.0,9586,7721,16855,35.4,659,0.8054454412685166
94596,0.2047,0.1175,0.1576,0.3076,0.5301,23795,16976,549,3179,2269,135422.0,10738,4839,23758,37.3,1414,0.45064257776122185
94597,0.3368,0.1994,0.1999,0.4669,0.6599,23654,13697,1018,5235,3613,135960.0,10691,5150,23525,36.5,1675,0.48171359087082594
94598,0.1702,0.0322,0.2914,0.3694,0.4716,26346,17253,633,4439,2699,185995.0,10443,7804,25975,40.7,1254,0.7472948386478981
94599,0.6696,0.5094,0.5533,0.2759,0.9455,3428,2760,106,127,684,75245.0,1531,1028,2916,24.0,307,0.6714565643370346
94601,0.9485,0.8936,0.8076,0.8856,0.9577,52102,8680,8329,10052,25226,62825.0,16023,5431,51747,16.4,9668,0.33895025900268366
94602,0.4573,0.3784,0.4189,0.6011,0.4797,31104,14128,4792,5270,5654,126412.0,12094,7294,30953,30.2,2288,0.6031089796593352
94603,0.8368,0.7626,0.7827,0.9541,0.7758,37042,3391,9988,2294,22295,64656.0,10574,4787,36996,12.5,4950,0.4527142046529223
94605,0.6345,0.5409,0.6286,0.8414,0.5203,44477,9076,18610,3658,10757,90685.0,16861,10236,44442,24.1,5817,0.6070814305201352
94606,0.8129,0.7474,0.6443,0.7921,0.8702,38459,9453,6558,12957,8331,71442.0,15692,3061,38165,28.3,6349,0.1950675503441244
94607,0.7795,0.6386,0.7289,0.7501,0.872,27019,7833,7830,6605,3619,77701.0,11899,4018,26785,27.7,5211,0.3376754349104967
94608,0.4175,0.352,0.102,0.621,0.7144,34083,14349,7846,5899,3903,114286.0,15674,5252,34037,37.2,4668,0.3350771979073625
94609,0.4468,0.4158,0.0829,0.6074,0.763,25175,11089,5787,3148,3564,107242.0,10651,3489,24916,33.4,2508,0.3275748755985354
94610,0.2953,0.1164,0.1188,0.4861,0.7891,32404,17870,4569,5323,3601,128304.0,15826,5759,32208,38.9,2601,0.363894856565146
94611,0.1977,0.0649,0.1866,0.3909,0.5423,39780,24801,2672,7055,2350,163837.0,17997,10958,39554,36.2,2420,0.6088792576540535
94612,0.8199,0.6801,0.697,0.6986,0.9583,17742,6076,4808,4505,1758,76953.0,9906,1015,17699,32.3,3562,0.10246315364425601
94613,-999.0,-999.0,-999.0,0.6476,-999.0,612,333,34,153,174,,0,0,612,17.9,7,
94618,0.1462,0.0444,0.1871,0.3161,0.4826,17285,12015,638,2091,1455,202297.0,7434,4804,17274,37.1,830,0.6462200699488835
94619,0.5292,0.3316,0.6217,0.6499,0.5718,27018,10351,4748,4918,5596,130876.0,9621,6732,26875,32.2,1323,0.6997193638914874
94621,0.9749,0.9661,0.8615,0.9484,0.9403,34911,3214,10378,1498,19758,53509.0,10119,3496,34790,10.4,6902,0.34548868465263366
94702,0.4754,0.3187,0.4849,0.5399,0.5765,17473,8708,3273,2311,1960,98873.0,7428,3613,17433,31.3,1976,0.48640280021540117
94703,0.4895,0.4497,0.1663,0.4799,0.7097,20404,11236,2556,2959,3054,99901.0,8339,3212,20390,30.2,2421,0.3851780789063437
94704,0.562,0.6363,0.0174,0.6374,0.9844,25711,11003,1075,9444,3488,51696.0,8156,951,25610,37.1,9792,0.11660127513487004
94705,0.1509,0.1053,0.1472,0.272,0.4328,14508,10660,540,1578,1193,157221.0,5843,3388,14376,34.1,1289,0.5798391237378059
94706,0.3713,0.1292,0.3123,0.5728,0.7213,20860,9891,866,6244,2455,125410.0,8107,4132,20813,34.3,1842,0.5096829900086345
94707,0.0614,0.0257,0.237,0.2697,0.153,12596,9078,156,1879,579,186579.0,5176,4439,12596,30.9,478,0.857612055641422
94708,0.0503,0.0801,0.1402,0.1705,0.1083,11810,9254,192,1084,528,218950.0,4543,3889,11801,32.5,670,0.8560422628219239
94709,0.452,0.4409,0.0614,0.5088,0.8505,12200,6700,503,3724,1255,84965.0,5244,1430,12191,39.1,2160,0.2726926010678871
94710,0.448,0.2333,0.372,0.5677,0.7028,8471,3968,995,1149,1781,116313.0,3597,1256,8465,29.5,783,0.34917987211565193
94720,0.6216,0.5637,0.0127,0.7031,1.0,5322,2100,340,1847,1197,74861.0,155,61,5322,59.6,71,0.3935483870967742
94801,0.9123,0.8673,0.8679,0.8907,0.8569,32759,5509,4423,1791,21211,72268.0,10126,4663,32713,11.7,5960,0.46049772861939564
94803,0.4947,0.3825,0.6367,0.6952,0.3922,27171,10234,3822,6104,7029,111610.0,9353,6616,27121,26.9,2140,0.7073666203357212
94804,0.8339,0.8135,0.8372,0.8351,0.6825,44387,10412,9704,4876,19561,79659.0,15657,7445,44256,18.8,7172,0.4755061633774031
94805,0.2801,0.3152,0.2364,0.6697,0.2451,14790,5979,1546,2581,4749,101932.0,5541,3778,14740,24.9,567,0.681826385129038
94806,0.8842,0.7269,0.872,0.8793,0.9305,63730,13387,8546,12191,31093,82274.0,20412,10252,62808,17.4,7030,0.5022535763276504
94901,0.648,0.4924,0.6182,0.4657,0.8117,40927,25158,374,2239,14985,113294.0,15601,7953,40849,29.0,3837,0.5097750144221525
94903,0.5667,0.3474,0.4826,0.3388,0.894,31582,21772,945,2353,5890,131172.0,12308,7977,30646,32.7,1954,0.648115047123822
94904,0.2912,0.0813,0.4722,0.1875,0.6373,13132,10517,85,1022,1337,158338.0,5675,3567,13036,37.9,699,0.6285462555066079
94920,0.069,0.1123,0.2457,0.1331,0.1147,12906,10598,66,1117,479,216096.0,5144,3582,12874,40.3,280,0.6963452566096423
94922,0.3152,0.6257,0.1373,0.5292,0.1472,509,247,0,0,0,170733.0,91,91,509,19.1,75,1.0
94923,0.348,0.5205,0.1634,0.1949,0.3975,1390,1080,15,0,328,92283.0,652,478,1369,31.9,14,0.7331288343558282
94924,0.1082,0.1573,0.2578,0.1099,0.1756,1342,1141,0,29,156,99706.0,578,376,1342,27.9,162,0.6505190311418685
94925,0.0731,0.0409,0.4565,0.183,0.1165,10155,7922,146,550,913,210560.0,4023,2797,10155,40.3,379,0.6952522992791449
94928,0.6123,0.4181,0.4171,0.4754,0.909,46231,28799,1880,2978,14316,93282.0,17001,8553,46163,19.8,4343,0.5030880536439033
94929,0.0199,0.086,0.0504,0.0493,0.0417,442,410,0,0,32,202692.0,186,111,442,45.3,0,0.5967741935483871
94930,0.1602,0.2743,0.2428,0.1025,0.2138,8748,7538,110,209,656,129839.0,3648,2414,8731,40.6,764,0.6617324561403509
94931,0.2135,0.1433,0.3893,0.2317,0.3575,8945,6915,68,160,1603,98475.0,3783,2278,8943,25.5,630,0.6021675918583135
94933,0.1018,0.217,0.0655,0.3909,0.2005,1284,792,78,81,237,116953.0,595,402,1284,32.2,223,0.6756302521008404
94937,0.1398,0.3211,0.3181,0.0618,0.1205,938,853,0,0,16,61071.0,544,414,938,39.4,132,0.7610294117647058
94938,0.1316,0.0825,0.6773,0.0,0.1813,428,428,0,0,0,111800.0,228,150,428,31.7,23,0.6578947368421053
94939,0.2561,0.2737,0.3702,0.1513,0.3244,7488,6045,33,291,395,156250.0,3464,1665,7488,38.7,519,0.4806581986143187
94940,0.0404,0.0965,0.1344,0.0533,0.0782,260,260,0,0,22,,118,63,260,81.9,0,0.5338983050847458
94941,0.124,0.0953,0.3343,0.1411,0.2543,32190,26715,406,2083,2063,206580.0,12388,8350,32119,38.0,1740,0.67403939296093
94945,0.3193,0.1719,0.518,0.3388,0.4693,17309,12780,515,1493,3071,115000.0,7250,5299,17309,34.4,1153,0.7308965517241379
94946,0.0661,0.1368,0.2937,0.0827,0.0684,673,607,15,19,50,125179.0,293,222,666,26.0,34,0.757679180887372
94947,0.4678,0.3456,0.6889,0.366,0.4676,25183,17592,741,1324,5693,121338.0,9204,6815,25016,29.7,2399,0.740438939591482
94949,0.483,0.2918,0.4942,0.3847,0.7034,18545,11835,976,1539,3853,112068.0,7343,4646,18457,27.2,1325,0.6327114258477462
94950,0.0018,0.0,0.0,0.2799,0.0,23,16,0,0,0,,15,15,23,34.8,0,1.0
94951,0.1877,0.1468,0.4594,0.3292,0.2254,3574,2868,0,112,1066,110296.0,1468,1022,3568,27.0,226,0.6961852861035422
94952,0.4152,0.3082,0.5098,0.2164,0.5475,33519,26349,278,1026,5893,110739.0,13672,8124,32802,29.7,1996,0.5942071386775892
94954,0.3322,0.1713,0.4305,0.3229,0.5504,38201,28104,590,2029,7960,108630.0,14403,9382,38042,24.2,2156,0.6513920710962994
94956,0.1433,0.4801,0.0915,0.0657,0.1425,1189,1082,1,0,117,76750.0,666,484,1188,31.6,112,0.7267267267267268
94957,0.0456,0.0228,0.1674,0.0895,0.1611,2081,1805,21,103,104,,712,581,2081,43.3,76,0.8160112359550562
94960,0.1263,0.0784,0.4021,0.1263,0.2549,16028,13531,216,735,1129,172675.0,6117,4215,15998,44.8,630,0.6890632663070132
94963,0.0105,0.0129,0.0684,0.0363,0.0324,462,462,0,0,16,215375.0,157,141,461,20.7,0,0.8980891719745223
94964,0.0772,0.2953,0.0371,0.7031,0.0881,2054,677,626,112,583,,93,0,173,0.7,80,0.0
94965,0.3415,0.2924,0.3204,0.2759,0.4983,12044,8862,870,1104,1142,136098.0,6079,3256,12038,33.0,1013,0.5356144102648462
94970,0.1427,0.4392,0.1031,0.1025,0.1524,400,381,0,0,66,74643.0,228,136,400,31.6,17,0.5964912280701754
94971,0.0795,0.2175,0.044,0.072,0.2706,364,364,0,0,44,103958.0,114,93,364,23.8,114,0.8157894736842105
94972,0.007,0.0,0.0342,0.0,0.0585,153,153,0,0,0,,41,4,153,0.0,0,0.0975609756097561
94973,0.0532,0.2088,0.0805,0.0697,0.1008,1438,1268,0,0,0,151806.0,627,550,1438,36.7,122,0.8771929824561403
95002,0.5035,0.4129,0.2335,0.8765,0.5527,1920,322,27,344,1236,107438.0,541,335,1920,22.4,78,0.6192236598890942
95003,0.1485,0.1099,0.3459,0.1796,0.3059,24977,20084,88,784,3682,136506.0,10082,7498,24972,28.4,862,0.7437016464987106
95004,0.1842,0.1462,0.1118,0.3926,0.4537,3902,2650,38,183,1285,173333.0,1270,928,3902,24.6,166,0.7307086614173228
95005,0.2895,0.3263,0.3818,0.098,0.3557,7552,6803,31,101,794,105577.0,2798,1833,7552,29.4,293,0.6551107934238742
95006,0.0667,0.1702,0.1165,0.1416,0.1124,8802,7450,63,62,1026,137552.0,3479,2704,8802,29.3,442,0.7772348375970106
95007,0.014,0.1596,0.0093,0.085,0.0521,359,308,9,0,0,190682.0,190,146,359,30.0,16,0.7684210526315789
95008,0.3865,0.1497,0.3627,0.545,0.6929,48746,25908,1065,12923,9060,139688.0,19015,9539,48522,34.7,3010,0.501656586905075
95010,0.5421,0.2942,0.6593,0.3428,0.7995,9243,6858,0,544,2415,91771.0,4382,2044,9133,31.0,1235,0.46645367412140576
95012,0.852,0.8123,0.8534,0.9388,0.708,10528,2281,61,279,9164,73058.0,2412,1174,10528,5.8,1631,0.4867330016583748
95013,0.0082,0.1012,0.022,0.0,0.0,53,53,0,0,0,,16,16,53,0.0,0,1.0
95014,0.2257,0.0304,0.2236,0.783,0.5214,61414,14153,700,42916,1985,222878.0,21485,12700,61097,34.0,3156,0.5911100767977658
95017,0.5585,0.5129,0.555,0.6295,0.4832,907,510,0,21,457,78542.0,275,125,907,24.1,50,0.45454545454545453
95018,0.1099,0.0854,0.2265,0.136,0.2839,6055,5127,9,138,459,109778.0,2705,2118,6055,32.7,401,0.7829944547134935
95019,0.9596,0.8784,0.9791,0.9184,0.8523,5891,1671,361,216,5183,65294.0,1840,446,5891,5.5,444,0.24239130434782608
95020,0.593,0.4234,0.7306,0.7467,0.5035,68365,31396,1841,6985,38819,128977.0,19807,12832,68154,18.8,5008,0.6478517695764123
95023,0.6181,0.5386,0.7793,0.7286,0.427,57367,29623,557,1974,37024,103238.0,17255,11351,57214,14.5,4561,0.6578383077368879
95030,0.0567,0.0363,0.1136,0.1983,0.2016,13373,10360,47,2398,712,242500.0,5278,4114,13343,38.4,789,0.7794619173929519
95032,0.1959,0.0614,0.3048,0.3263,0.4803,27678,19236,373,4942,2416,185822.0,10416,6703,27364,38.0,982,0.6435291858678955
95033,0.0556,0.0532,0.0881,0.1462,0.2068,9853,8205,14,632,745,176938.0,3763,3036,9853,35.0,263,0.8068030826468243
95035,0.4749,0.1626,0.2317,0.9008,0.8731,79393,10633,1739,55426,10714,166931.0,24477,14846,77419,32.5,4551,0.6065285778485926
95037,0.4012,0.138,0.5713,0.5853,0.5863,51867,29752,1099,7965,17526,153091.0,16607,11924,51662,29.3,1933,0.718010477509484
95039,0.9865,0.7298,1.0,0.8198,0.9786,1427,308,44,29,979,48700.0,388,233,1427,9.9,223,0.6005154639175257
95041,0.0099,0.0111,0.0736,0.0782,0.0353,803,728,0,22,30,104853.0,316,192,778,58.1,0,0.6075949367088608
95043,0.2409,0.2211,0.354,0.3048,0.2943,669,541,7,0,155,112000.0,256,161,667,21.4,32,0.62890625
95045,0.345,0.2678,0.5944,0.5348,0.2961,4063,2766,53,97,1801,104456.0,1509,1007,4063,21.3,159,0.6673293571901922
95046,0.5409,0.3725,0.6049,0.5207,0.6269,5801,3514,41,304,2368,148000.0,1832,1332,5800,23.0,457,0.7270742358078602
95050,0.4345,0.3041,0.1257,0.6323,0.781,39905,17997,1147,13131,8025,119356.0,15204,5722,39691,29.1,4549,0.3763483293870034
95051,0.2474,0.0725,0.1141,0.736,0.6043,60499,18753,757,32442,7720,177365.0,23189,10719,60356,31.2,3379,0.462245029971107
95053,0.1743,0.6439,0.0064,0.4799,0.3227,3317,2039,142,722,531,,42,0,3317,61.3,89,0.0
95054,0.3731,0.1836,0.0782,0.7932,0.8436,24444,5712,860,14231,3268,194316.0,8988,3420,24236,30.6,1932,0.38050734312416556
95060,0.5076,0.4462,0.1541,0.3343,0.8418,46527,33575,768,3281,9524,101962.0,18430,9396,46154,27.6,8370,0.5098209441128595
95062,0.5339,0.369,0.3499,0.2884,0.8708,36369,27431,550,1272,7716,101291.0,15019,8121,36061,29.0,4910,0.5407150942139956
95064,0.4737,0.5918,0.0162,0.702,0.8592,9832,4019,439,2600,2877,114271.0,503,165,9831,33.2,296,0.32803180914512925
95065,0.3743,0.2556,0.2654,0.2827,0.6784,8125,6092,68,233,1809,136469.0,2871,1960,8119,27.4,648,0.6826889585510275
95066,0.2433,0.0789,0.2891,0.1932,0.613,15233,12005,103,1108,1586,141373.0,6002,4584,15219,30.1,691,0.7637454181939354
95070,0.1175,0.0263,0.2723,0.634,0.2323,31688,12464,31,17350,891,237455.0,11099,9649,31509,33.3,995,0.8693575997837643
95073,0.3181,0.155,0.5081,0.1875,0.5487,11408,9648,10,310,1916,112068.0,4310,3279,11402,28.2,1188,0.7607888631090487
95075,0.2187,0.2526,0.4502,0.4533,0.157,566,413,0,7,203,131250.0,184,156,566,27.5,27,0.8478260869565217
95076,0.9088,0.8421,0.9258,0.7756,0.8476,83716,36195,475,2289,60851,86062.0,24567,13859,83438,11.8,10625,0.5641307444946473
95110,0.7146,0.4784,0.3766,0.8068,0.9849,20314,6373,829,3100,11184,129265.0,6854,2615,19493,24.5,2155,0.3815290341406478
95111,0.8485,0.6912,0.7549,0.9263,0.945,59761,13959,1513,21201,29852,90808.0,15687,9186,59735,14.3,5390,0.5855804169057182
95112,0.8012,0.686,0.2503,0.7898,0.9988,58775,17713,2810,15400,25515,85080.0,21187,6048,58689,23.3,9683,0.28545806390711287
95113,0.524,0.438,0.1889,0.6408,0.7514,2161,934,123,671,517,133021.0,1263,195,2161,33.4,407,0.1543942992874109
95116,0.9193,0.7135,0.8951,0.928,0.982,50436,10018,1094,14280,29990,81216.0,13529,5356,50161,14.3,5719,0.395890309705078
95117,0.6088,0.445,0.4143,0.6952,0.7845,28663,12090,1955,7476,9000,112003.0,10327,3895,28443,26.3,2702,0.3771666505277428
95118,0.3304,0.2152,0.4664,0.5728,0.3766,32827,17369,619,7497,8551,142563.0,11361,7198,32811,30.2,1810,0.6335709884693249
95119,0.2281,0.0702,0.4936,0.6493,0.3187,10461,4449,255,3286,2501,151500.0,3412,2506,10419,37.5,560,0.7344665885111371
95120,0.0684,0.0222,0.241,0.5365,0.1344,38003,19224,430,14498,2532,245273.0,12458,11080,37995,36.7,910,0.8893883448386579
95121,0.7006,0.4058,0.7903,0.9241,0.77,36657,5132,1135,22693,8756,128435.0,9828,7351,36468,24.4,3001,0.7479649979649979
95122,0.8415,0.707,0.8268,0.9643,0.8511,52555,7627,1119,18495,30081,94924.0,12013,6079,52541,13.5,5511,0.5060351286106718
95123,0.445,0.1661,0.4728,0.6578,0.6895,70952,32178,2190,19272,20638,138557.0,24018,14487,70911,29.5,4134,0.6031726205345991
95124,0.1684,0.0977,0.2532,0.5258,0.325,51803,28686,842,13770,8676,178058.0,17388,12731,51594,30.8,2253,0.7321716126063952
95125,0.5006,0.1953,0.5794,0.5269,0.7856,53333,31421,1371,8132,14664,140092.0,20934,12357,52829,31.6,3114,0.5902837489251934
95126,0.5193,0.3731,0.1952,0.6578,0.8285,36996,15824,2145,7328,12907,121520.0,15432,5326,36940,30.7,3653,0.3451270088128564
95127,0.6456,0.5111,0.5962,0.8827,0.628,62269,14982,848,16610,34468,118770.0,15806,10408,61903,17.6,5062,0.6584841199544477
95128,0.5971,0.3111,0.3986,0.6147,0.9397,33653,16815,1214,6875,10526,117284.0,13787,6103,32859,30.0,2852,0.44266337854500615
95129,0.2684,0.0819,0.2572,0.7949,0.4733,39797,8882,1057,26043,2627,178818.0,14068,8303,39526,31.2,1577,0.59020471993176
95130,0.2936,0.1135,0.3372,0.6459,0.4907,13376,5496,372,5179,2251,169199.0,4581,2784,13376,32.7,478,0.6077275703994761
95131,0.4023,0.231,0.1756,0.9082,0.6159,31335,3623,422,22142,4600,164227.0,9754,6163,31335,31.8,2218,0.6318433463194587
95132,0.3825,0.3053,0.3111,0.8691,0.3789,40981,7018,638,26629,6451,164447.0,12044,8871,40981,31.4,3451,0.7365493191630688
95133,0.8041,0.6544,0.7961,0.9297,0.8204,28749,3641,694,17633,7064,126080.0,9046,5357,28731,25.5,3334,0.5921954455007739
95134,0.1988,0.048,0.0406,0.8119,0.7717,30916,6869,466,19324,4216,182920.0,13722,1785,30916,27.3,1870,0.13008307826847398
95135,0.2485,0.0503,0.5093,0.7394,0.3499,21402,6332,425,12142,2077,199042.0,7545,6603,21330,30.5,579,0.8751491053677932
95136,0.5433,0.2193,0.6101,0.6992,0.7955,47294,18922,2690,16089,11854,137006.0,16017,9153,47270,25.7,3382,0.5714553287132422
95138,0.386,0.1807,0.4444,0.8329,0.46,19420,4479,877,9895,4801,189359.0,5587,4704,19419,30.0,1074,0.8419545373187757
95139,0.1784,0.1158,0.3714,0.7031,0.1912,7232,3041,189,1881,2701,187656.0,2126,1607,7220,28.7,342,0.7558795860771401
95140,0.0094,0.0117,0.066,0.3694,0.0,91,82,0,9,25,152750.0,57,48,91,39.6,6,0.8421052631578947
95148,0.476,0.2795,0.5446,0.9031,0.4548,45688,8641,1244,28020,10636,158565.0,11913,9494,45635,26.7,2982,0.796944514396038
95202,0.9696,0.814,0.9971,0.8533,0.9189,6000,1959,1877,452,2518,19942.0,3070,111,5925,6.6,2279,0.03615635179153094
95203,0.9854,0.9678,0.971,0.8102,0.9322,16237,7363,1627,1833,8856,52542.0,5423,2108,16178,10.1,4084,0.3887147335423197
95204,0.7257,0.6076,0.8893,0.6714,0.5834,30406,15514,2058,2741,14074,70063.0,11080,6470,29927,12.0,4123,0.5839350180505415
95205,0.9637,0.9187,0.9803,0.9144,0.7937,40128,14613,2376,3643,30053,55536.0,10548,5112,40049,2.5,8599,0.48464163822525597
95206,0.8719,0.8257,0.9357,0.9297,0.6454,68031,19063,8241,10993,41725,69559.0,17415,10345,67937,7.2,13085,0.5940281366637956
95207,0.8906,0.8117,0.956,0.7734,0.7764,52877,18339,7247,7435,22397,66459.0,18894,7271,52289,13.6,8530,0.3848311633322748
95209,0.7018,0.5795,0.9067,0.7643,0.4768,46756,14206,5019,11266,16441,94324.0,13256,9657,46269,15.3,4290,0.7285003017501509
95210,0.9713,0.8895,0.9855,0.8742,0.9015,42654,9715,5252,12732,16830,58815.0,11983,5968,42484,8.1,8470,0.4980388884252691
95211,-999.0,-999.0,-999.0,0.3609,-999.0,1676,1255,48,285,251,,0,0,1676,83.0,0,
95212,0.586,0.4421,0.7248,0.7802,0.4525,27848,7204,2269,11201,6981,108958.0,7905,5645,27815,21.1,1555,0.7141049968374447
95215,0.9222,0.9064,0.9739,0.7501,0.6924,25647,12389,1252,703,16259,58361.0,6679,4126,22302,5.4,4216,0.6177571492738434
95219,0.4784,0.2602,0.8783,0.6793,0.354,30165,12800,2913,7140,8739,93638.0,11018,6223,30147,24.3,1559,0.5648030495552732
95220,0.3936,0.5298,0.7769,0.3785,0.1182,8244,5484,16,161,2841,108101.0,2683,1754,8244,15.1,504,0.6537458069325383
95221,0.0363,0.4251,0.0156,0.6867,0.0,398,128,0,0,215,,92,36,398,0.0,12,0.391304347826087
95222,0.5754,0.5368,0.7816,0.085,0.5406,5236,4612,38,4,311,60156.0,2205,1681,5151,16.1,778,0.7623582766439909
95223,0.1579,0.3427,0.2746,0.0533,0.1501,2470,2291,0,30,84,97574.0,1224,1071,2470,22.2,150,0.875
95224,0.4351,0.3363,0.9496,0.0827,0.2793,311,268,0,0,29,54605.0,160,138,311,34.5,69,0.8625
95225,0.0234,0.0719,0.2625,0.0312,0.0,1019,1002,0,0,0,95713.0,325,131,1019,7.9,118,0.40307692307692305
95226,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95227,0.2854,0.5749,0.2022,0.2578,0.1669,1180,1017,0,0,335,141607.0,375,321,1180,19.5,50,0.856
95228,0.3567,0.4649,0.7804,0.2589,0.135,4648,3613,119,39,1068,97301.0,1749,1450,4648,14.8,397,0.8290451686678102
95230,0.4503,0.0912,0.3847,0.4465,0.9635,513,316,0,0,230,130048.0,202,134,513,5.4,0,0.6633663366336634
95231,0.8006,0.7725,0.3013,0.7989,0.9751,4865,2438,371,182,2999,70242.0,674,390,3487,3.2,681,0.5786350148367952
95232,0.0175,0.314,0.0168,0.0,0.0,202,202,0,0,0,,48,48,202,42.6,29,1.0
95233,0.1035,0.6655,0.1657,0.0,0.0,233,233,0,0,0,,115,115,233,23.1,62,1.0
95236,0.6199,0.6427,0.7393,0.3773,0.4351,4518,2970,0,28,1603,81125.0,1676,1043,4518,19.6,545,0.6223150357995226
95237,0.576,0.4936,0.8239,0.3847,0.4461,3992,2995,5,43,1300,89042.0,1479,1209,3959,11.1,367,0.8174442190669371
95240,0.9129,0.8497,0.8806,0.6448,0.9426,50245,23695,520,6266,23415,70212.0,16242,8070,49651,12.7,8327,0.49685999261174735
95242,0.5345,0.4713,0.6767,0.3887,0.4664,27433,18200,439,2268,7128,96161.0,10149,6917,27348,19.5,2068,0.6815449798009656
95245,0.2813,0.3345,0.522,0.1428,0.2329,2813,2281,118,94,319,80826.0,1040,905,2813,11.3,315,0.8701923076923077
95246,0.1626,0.6789,0.0724,0.0884,0.0788,1548,1412,103,7,91,90658.0,506,451,1538,20.6,307,0.8913043478260869
95247,0.1848,0.2596,0.3453,0.0635,0.2167,4022,3622,0,29,191,73413.0,1671,1340,4022,23.7,370,0.8019150209455416
95248,0.307,0.6152,0.6587,0.0,0.0759,106,106,0,0,0,,31,14,106,0.0,44,0.45161290322580644
95249,0.5614,0.5561,0.6078,0.2363,0.5463,4908,4178,63,114,917,43815.0,1655,1186,4670,17.4,1526,0.7166163141993958
95251,0.0421,0.0152,0.1698,0.0414,0.1651,521,515,0,0,17,95074.0,317,267,521,7.5,12,0.8422712933753943
