ZIP_Code_of_Residence,Total_Births_2018_2022,Total_LBW_Count_2018_2022,LBW_Rate,avg_traffic_pct,avg_diesel_pm,avg_cancer_risk,avg_resp_hazard,avg_ej_index,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,educational_attainment,homeownership_rate,poverty_rate,white_prop,black_prop,asian_prop,hispanic_prop,insurance_coverage_prop,log_median_household_income,combined_noise_mean_db
90037,4017.0,310.0,7.717201891959173,88.7256483799127,1.087985863023316,46.31496742151322,1.3348479240149038,0.8230950066181135,0.9942,0.9778,0.9102,0.979,0.971,6.5,0.2513232030049513,26.41462990849068,0.2741659909649021,0.1542627128460558,0.0130458704969303,0.7986650063709023,0.997046218000695,10.863565478378224,58.244263681457085
90038,1013.5,106.0,10.458806117414898,93.37697665865107,0.9549317636424568,47.636034307334455,1.2777541797058567,0.5545244929233629,0.8591,0.955,0.1808,0.7054,0.989,27.8,0.0793564854203728,18.97137138568212,0.4022302441116551,0.0682654848279066,0.0605811501483255,0.5225347582115157,0.9999642589084672,10.9525944213004,55.84723541525898
90039,1319.0,101.0,7.657316148597422,89.71950034892772,0.93065430489,45.93614237458727,1.1471488910180383,0.3867384747532358,0.4825,0.4088,0.248,0.596,0.6199,37.6,0.4697975439761035,8.90808667327574,0.500318651749044,0.0160033989519898,0.204361988386914,0.3111457300665628,0.990228013029316,11.593011248639058,57.262973359610456
90040,667.0,93.5,14.017991004497752,94.33236250176134,1.304099051894832,51.45897437827724,1.3487080174444337,0.7405960653505229,0.9211,0.8357,0.9716,0.9802,0.7248,8.9,0.5341470502760826,15.693893065292675,0.3458907002280598,0.0052369287946617,0.0197651828701748,0.9489821775487794,0.997634935383056,11.036227478431766,59.100433992284266
90041,1134.5,94.5,8.329660643455266,84.09921780009402,0.7688209462659882,42.88446555271682,1.0106410230658067,0.4317967339989364,0.6158,0.3959,0.4786,0.6918,0.8355,33.6,0.5215189873417722,9.643021079764132,0.4192648564669327,0.0202676459164577,0.2523922177889199,0.3496345468027259,0.993008721443452,11.625700425571427,57.63981076445427
90042,2797.0,223.0,7.972828030032178,70.9834007188755,0.7864881617444849,43.78273894457752,1.0605659459196468,0.601853572525976,0.7696,0.7608,0.4218,0.7813,0.8494,26.2,0.4504457757441388,10.564487498098089,0.3544487836215786,0.0216902503761559,0.1421446805633041,0.5778938648543558,0.9962637994285812,11.398277509809317,56.94673821484773
90043,2339.5,245.5,10.493695234024363,77.06166396041925,0.8053510571024048,43.7619091697808,1.5224622830121255,0.6501289969337005,0.9018,0.8251,0.8604,0.9445,0.8633,19.0,0.5307611487275274,16.50885045320618,0.1345448820314433,0.5992217898832685,0.0210521580711185,0.2641416072512988,0.9936123793886776,11.066482100133506,56.653198712430196
90044,6247.0,601.0,9.620617896590364,86.65283321614655,1.136672228827246,45.4848866502612,1.461694917281787,0.7908378385614914,0.9936,0.9854,0.9664,0.9864,0.8563,7.6,0.3043117744610282,26.619860591978988,0.1706536013738761,0.3130114152944742,0.0090817254268107,0.6569754520658653,0.9989796949186788,10.786965794663733,58.3369412689281
90045,1908.0,154.0,8.071278825995808,83.9578448757385,0.879493987467338,46.97486035224516,2.366286629889074,0.2977972982956164,0.2579,0.2591,0.0689,0.5195,0.5156,37.8,0.4791824375473126,7.805850740461542,0.5631884833304963,0.0875665685869221,0.1490650001215864,0.1945383362108795,0.9990759429029984,11.741589748957136,62.70633879741408
90046,1515.5,97.5,6.433520290333224,86.36561231055855,0.8913253773728915,45.4847483747045,1.3623389351082746,0.2646951418898849,0.5532,0.5848,0.164,0.3326,0.7972,42.0,0.2155506949834191,11.652480797176668,0.707348972389454,0.0550965331118953,0.0695038405646668,0.1542869005605148,0.993855096533112,11.377552377466335,54.138292888229785
90047,2778.0,254.0,9.14326853851692,78.05615415222634,0.9261596466219592,43.86676468579073,1.583579356837099,0.6938888439826689,0.8936,0.8368,0.9473,0.9768,0.6866,12.4,0.5401116149284967,17.340996168582375,0.1322605363984674,0.5173180076628352,0.0094061302681992,0.4124904214559386,0.9988888888888888,11.112716519007767,57.9865332863772
90048,1245.0,130.0,10.441767068273093,86.915991536902,0.828607244929003,46.87804752359517,1.4065953920797765,0.2276019239557673,0.3439,0.3637,0.1721,0.2062,0.5603,43.7,0.2890003459010723,11.297829601685368,0.7664494635245701,0.0401254225662632,0.0722159619812846,0.0798099064230072,0.9812356082504532,11.535117392476725,55.81376933588225
90049,1717.0,145.5,8.474082702387886,74.84521855440168,0.6942816032382428,41.270222008516846,1.1101885926033856,0.1617894927191005,0.1181,0.083,0.0927,0.183,0.4473,40.1,0.5444244938393907,5.653424160361819,0.7911164465786314,0.0147407800329434,0.0838381864373656,0.0818559982132387,0.9999441637119963,11.99291036518454,56.93862962653392
90056,323.0,49.5,15.325077399380804,80.79573333941583,0.8363266034730472,43.76967648368373,1.5472225710158476,0.5285812116733218,0.2871,0.1275,0.3911,0.8963,0.3343,34.6,0.578088578088578,7.234042553191489,0.1344680851063829,0.6425531914893617,0.0438905775075987,0.111854103343465,0.9986626139817628,11.723648196284437,55.44739961952709
90057,2451.5,244.5,9.973485621048338,86.95027345335973,1.1588114817915869,51.66795973034088,1.4161588984013604,0.7949180349015302,0.983,0.9731,0.8407,0.9496,0.9745,17.5,0.0300835982573884,27.009885028212636,0.2222434347291162,0.0673072843748674,0.1784820330066607,0.681515421492512,0.9784905180094184,10.74748712239554,55.02807061223092
90058,278.0,71.5,25.719424460431657,87.54032083454793,1.051855860475301,47.93149039160424,1.3722016845272698,0.8173470181341776,0.8556,0.9135,0.8488,0.8992,0.5597,19.4,0.1328200192492781,28.730731387340114,0.437192522138406,0.1653000983929157,0.0049196457855034,0.6920301738274844,0.9993440472285996,10.4368473636067,56.66100706124485
90059,3162.0,272.0,8.60215053763441,88.71015466591311,1.100953940844147,41.8046037351797,1.237928972110237,0.8029466786154507,0.9883,0.9895,0.934,0.9847,0.8667,7.9,0.4634334846874698,23.523599604773125,0.2103569709406906,0.2614577791289807,0.0052950267284842,0.6999569304046008,0.9951103341693902,10.8383841174024,58.750416098656544
90061,1969.5,188.5,9.570957095709572,93.67829191615438,1.1906711674835508,42.458472000054016,1.295852783409587,0.7416960202795284,0.9959,0.9643,0.9757,0.9836,0.9739,9.1,0.4036003130707018,23.37848216155833,0.2249528730014661,0.2666689939258535,0.0083781330726803,0.6936046917545207,0.9891084270055156,10.947942801085556,59.73765207922589
90062,1882.5,192.5,10.225763612217795,78.40608725972162,0.908111977427595,45.11981645954888,1.2426354184845247,0.7529468923137131,0.9111,0.9269,0.8725,0.9671,0.697,11.3,0.4717404611303815,15.575041756144117,0.2171916010498687,0.2695060844667143,0.0230255308995466,0.6428954903364352,0.9994333094726796,11.025523356147826,55.85792967161606
90063,2957.0,223.0,7.541427122083193,82.82140347600975,1.1928197074861402,48.319591107262966,1.2941420475557388,0.761863791483114,0.893,0.917,0.8355,0.9705,0.6744,9.3,0.371646093576761,16.21289032456545,0.2402514997692662,0.005806798954007,0.0186702045839101,0.9389901553607136,0.9995577603445625,11.146301190177828,57.87727104523925
90064,1201.0,108.0,8.992506244796003,91.44937751366572,1.004523445993882,47.53312182369424,1.3926170719162143,0.2929845677747031,0.2591,0.2035,0.1651,0.43,0.4629,37.4,0.5207639740669353,7.254584681769148,0.6167745415318231,0.0238480505470796,0.1888580674988442,0.1439744182462629,0.9951841578055172,11.727464099955116,59.36168683861358
90065,2193.5,146.5,6.67882379758377,81.22510501437806,0.9683562767232116,45.66789231766848,1.1563421823717372,0.5615986311921688,0.7456,0.7228,0.533,0.7286,0.7451,24.9,0.4755555555555555,13.38619506871283,0.3824086241842439,0.01819720694033,0.14796088825534,0.5181637971356661,0.9985076953916744,11.388823758493162,58.24258775212381
90066,2647.0,191.0,7.215715904797884,87.75043347530524,0.933647413106273,44.5564611820087,1.513290268675907,0.3847153145398607,0.4842,0.4105,0.1976,0.5269,0.6999,35.0,0.3671542607074841,6.953935946215507,0.5814524768202135,0.0487421964463817,0.1475564256953936,0.255291640500905,0.9949022939677146,11.51635956170451,56.69703906015184
90067,137.5,27.5,20.0,89.29429775555835,0.8457156876748169,48.56440230086885,1.536228766738548,0.2091732064482825,0.4181,0.2135,0.701,0.2929,0.5226,34.9,0.6515415939499709,6.633999246136449,0.6879004900113079,0.0229928382962683,0.178288729739917,0.0625706747078778,1.0,11.74399750260656,54.37845875030764
90068,906.0,71.5,7.891832229580574,81.71651731264498,0.8110038221671085,44.73523274498791,1.0890266559614934,0.230054664506691,0.2959,0.4333,0.0539,0.2476,0.5521,40.5,0.46396933560477,10.093049753133307,0.7600645651348272,0.0673661222939612,0.0608146600835548,0.1196828712495252,0.9993353589061906,11.484021748113392,57.91494013150083
90069,674.0,66.0,9.792284866468842,85.48900010210369,0.8766029721451095,45.95187453747742,1.4100843122850215,0.2190824437864177,0.2643,0.4164,0.1066,0.1677,0.3893,44.2,0.40702860658259,10.915440259416313,0.8164130705911699,0.0259915190820653,0.0608630581192317,0.0780743327513095,1.0,11.572448303575806,56.08831465676516
90071,33.0,0.0,0.0,97.35487106162267,1.427719278662285,60.39796020701492,2.040530879823568,0.5155445135935227,0.6374,1.0,0.0342,0.8601,0.3233,0.0,1.0,85.94249201277955,0.1661341853035143,0.2779552715654952,0.0,0.4408945686900958,1.0,11.397626840606764,58.419300009135675
90077,368.5,49.5,13.432835820895525,63.28405979484964,0.6131202793050692,39.5378620773525,0.9909008029269292,0.1607033692413755,0.1386,0.162,0.42,0.1592,0.1773,29.4,0.8530489836721094,4.677173360447382,0.7958820538891713,0.0228774783934926,0.0685053380782918,0.0593543467208947,1.0,12.221916466691464,55.601087438116956
90089,38.5,5.5,14.285714285714285,99.2932473108986,1.210224512188245,45.58600148044383,1.274469838520902,0.7343016381316982,0.5251,0.6503,0.0098,0.6147,0.9919,45.9,0.0,0.3121998078770412,0.441402497598463,0.0982228626320845,0.2620076849183477,0.1568203650336215,1.0,11.397626840606764,55.135491359626975
90094,912.0,89.0,9.758771929824562,95.25626669601095,0.7895946575457873,41.48887394521618,1.6851899715839715,0.321986293160606,0.1135,0.0439,0.0869,0.4459,0.4282,42.9,0.3003557513128917,5.937263476578925,0.5859894037507358,0.0747624253637204,0.1785383903792784,0.1457404759902447,0.9940290976368682,11.961041294457935,57.322070887326404
90201,5436.5,365.5,6.723075508139428,81.32553894649364,0.9235442411479888,45.610184746022334,1.1969903481233433,0.7877135913588864,0.9778,0.9708,0.8192,0.966,0.9594,6.0,0.2086960126005139,24.123867387054048,0.437677381377846,0.0167973595139487,0.0068429793764584,0.9386444383711396,0.9959215422456744,10.891019293607526,56.71201273855676
90210,785.5,77.0,9.8026734563972,67.42155166388581,0.7363526859105046,43.8988161340016,1.2503697321230849,0.1628803387247712,0.2012,0.1456,0.4838,0.1246,0.3169,31.0,0.741543139490688,9.092805005213764,0.8303962460896768,0.0166840458811261,0.0574035453597497,0.0596976016684045,0.9991136600625652,12.05690536126838,54.77677865882876
90211,441.0,49.5,11.224489795918368,87.91795382796396,0.8168655004058776,46.98348394734284,1.4215248355857186,0.2260569871138033,0.5058,0.538,0.595,0.3479,0.3853,35.0,0.4053911205073995,11.2619461337967,0.6770199826238054,0.0226976542137271,0.1987402258905299,0.0830799304952215,0.995438748913988,11.65290477502367,54.8719296032411
90212,508.5,66.0,12.979351032448378,86.7361207719242,0.7833483173571729,46.71205829067004,1.3837509197180955,0.1924483721408827,0.3807,0.5064,0.2393,0.2697,0.398,38.6,0.2226883093197154,9.576325705357965,0.7405569341053212,0.0172778237294366,0.1281132248874184,0.0837239224335998,1.0,11.532365281360452,54.32481655312246
90220,3259.5,261.5,8.022702868538119,79.25832228922991,0.9354445585660685,41.08200796710634,1.0337553309878829,0.7224487928330011,0.9626,0.9152,0.9432,0.9819,0.8581,7.8,0.6222465353756382,19.40286348546873,0.1805869534225372,0.2872853913362253,0.01075334514572,0.6602309525264252,0.9997759719761308,11.154835234271214,57.47753442921492
90221,3717.5,262.5,7.061197041022192,89.92569206245345,0.96518820640013,39.85731461638907,1.006943195177609,0.7775086923121616,0.9363,0.9491,0.865,0.9898,0.7393,6.6,0.5386081982840801,17.028338993457282,0.196665323586408,0.189220821581381,0.00991960705309,0.7845507396534853,0.9988104146280627,11.073474318858892,57.63576204793847
90222,2311.5,216.5,9.36621241617997,81.38461626304834,0.9422299966617308,40.07788689196166,1.0374403316136878,0.7521793210302693,0.9661,0.9474,0.8864,0.9875,0.8899,8.1,0.5084033613445378,16.368371642288242,0.2266739347687835,0.2394839647497047,0.0121740710456981,0.7314436267829563,0.9965779352533236,11.137824659843483,56.526536325922045
90230,1500.5,116.5,7.7640786404531825,89.90096002697322,0.9181745337253756,43.465891511462125,1.5394638152354274,0.3684117868816285,0.4918,0.376,0.2683,0.6187,0.6727,31.1,0.5783295711060948,10.876425558506485,0.524293079206374,0.0884861740353069,0.1412591782533979,0.3014841431026402,0.9968442430870176,11.588682077369477,58.83794553080125
90232,791.5,71.5,9.033480732785849,84.20921029735473,0.9305105846758532,45.8416455850675,1.411390872076636,0.3180786519667355,0.3146,0.2842,0.0846,0.5388,0.6199,35.2,0.4299039398579981,7.87059686888454,0.5615215264187867,0.0411570450097847,0.2200954011741683,0.2064579256360078,0.9992049902152642,11.637600253404456,56.515953306444786
90401,294.0,44.0,14.965986394557824,96.70186481680965,0.956196642461013,42.7032408856212,1.2556460520884605,0.3496626486642649,0.5187,0.5942,0.1796,0.2487,0.6941,46.3,0.0615994988515347,19.318181818181817,0.7375668449197861,0.0831550802139037,0.0620320855614973,0.0735294117647058,0.993048128342246,11.406364228735884,58.46142517577719
90402,419.5,49.5,11.799761620977357,72.96559118153395,0.6245507846197308,37.6690497753216,0.9302043561998516,0.1644637074005537,0.1199,0.052,0.3905,0.2181,0.2416,33.6,0.7444002512036844,6.922816519972919,0.7848679756262694,0.0055856465809072,0.0875930941096817,0.1170446851726472,1.0,12.054342367499132,55.474967155339776
90403,1171.5,92.0,7.8531796841656,89.64723929228944,0.7610693719106172,40.40441945766855,1.0783964543693676,0.2187086476895426,0.3035,0.2275,0.1576,0.2578,0.6512,39.3,0.2743417023882425,10.03237589241242,0.7393325585256517,0.0250290552880624,0.0824755105429188,0.1192512037190768,0.9973435165200066,11.723113454244212,54.65697830995482
90404,940.5,90.0,9.569377990430622,95.26120676625392,0.9816836113613062,42.94927107163114,1.2125594328751297,0.410477433706681,0.7023,0.6047,0.4687,0.5728,0.8772,36.0,0.219881814715974,13.551616266944736,0.5572054223149113,0.0922210636079249,0.1231699687174139,0.2823774765380605,0.9691762252346194,11.376062815580356,57.67807224170078
90405,1158.5,82.5,7.121277514026758,85.6929152762589,0.8211754549262001,41.3461004843282,1.1147776782921182,0.2736380269675522,0.3708,0.414,0.1217,0.3462,0.5562,39.3,0.3116428571428571,10.48144990919536,0.7199140135651013,0.0501093361995478,0.0710129350283532,0.1624476483451317,0.9956636151365776,11.52991040080947,56.23941899410917
90501,2350.5,192.5,8.189746862369708,84.22272348891472,0.8399357489424825,35.762925600633835,0.9038716285343288,0.5079141796515313,0.7526,0.6971,0.482,0.8062,0.8146,26.0,0.4666255904703224,11.402106451006206,0.2974656761331578,0.0559055858566861,0.2735094978371262,0.4291893925145759,0.9976020312206132,11.406742388880089,56.88583553596726
