ZIP_Code_of_Residence,Year_of_Birth,Annual_Births_By_Zip,LBW_Count,LBW_rate
91008,2020,16.5,0.0,0.0
91008,2021,16.5,0.0,0.0
91008,2022,22.0,0.0,0.0
91010,2018,269.5,29.5,10.946196660482375
91010,2019,253.0,11.0,4.3478260869565215
91010,2020,230.5,19.5,8.459869848156181
91010,2021,225.5,32.5,14.412416851441243
91010,2022,243.5,16.5,6.7761806981519515
91011,2018,103.5,11.0,10.628019323671497
91011,2019,113.5,11.0,9.691629955947137
91011,2020,102.5,11.0,10.731707317073171
91011,2021,111.0,5.5,4.954954954954955
91011,2022,122.5,11.0,8.979591836734693
91016,2018,469.5,34.5,7.348242811501597
91016,2019,444.5,37.5,8.43644544431946
91016,2020,411.0,32.0,7.785888077858881
91016,2021,376.5,33.5,8.897742363877823
91016,2022,372.5,20.5,5.503355704697987
91020,2018,85.0,5.5,6.470588235294119
91020,2019,85.5,11.0,12.865497076023392
91020,2020,72.5,11.0,15.172413793103448
91020,2021,83.0,16.5,19.879518072289155
91020,2022,72.0,11.0,15.277777777777779
91023,2018,0.0,0.0,
91023,2019,0.0,0.0,
91023,2020,0.0,0.0,
91023,2021,0.0,0.0,
91023,2022,0.0,0.0,
91024,2018,106.5,11.0,10.328638497652582
91024,2019,84.0,16.5,19.642857142857142
91024,2020,83.5,11.0,13.17365269461078
91024,2021,91.5,11.0,12.021857923497267
91024,2022,70.5,5.5,7.801418439716312
91030,2018,230.5,16.5,7.158351409978309
91030,2019,199.0,11.0,5.527638190954774
91030,2020,178.0,11.0,6.179775280898876
91030,2021,179.5,16.5,9.192200557103064
91030,2022,207.5,16.5,7.951807228915662
91040,2018,200.0,23.0,11.5
91040,2019,201.0,22.0,10.945273631840797
91040,2020,184.5,11.0,5.9620596205962055
91040,2021,204.0,11.0,5.392156862745098
91040,2022,219.5,28.5,12.984054669703873
91042,2018,268.5,32.5,12.104283054003725
91042,2019,258.0,22.0,8.527131782945736
91042,2020,262.0,24.0,9.16030534351145
91042,2021,276.5,25.5,9.22242314647378
91042,2022,284.0,11.0,3.873239436619718
91046,2018,0.0,0.0,
91046,2019,0.0,0.0,
91046,2020,5.5,0.0,0.0
91046,2021,0.0,0.0,
91046,2022,0.0,0.0,
91101,2018,265.0,22.0,8.30188679245283
91101,2019,248.5,16.5,6.639839034205232
91101,2020,238.5,28.5,11.949685534591195
91101,2021,236.0,22.0,9.322033898305085
91101,2022,203.5,16.5,8.108108108108109
91103,2018,313.5,33.5,10.685805422647528
91103,2019,264.0,26.0,9.848484848484848
91103,2020,290.5,30.5,10.499139414802066
91103,2021,263.5,34.5,13.092979127134724
91103,2022,261.5,16.5,6.309751434034416
91104,2018,343.5,33.5,9.75254730713246
91104,2019,358.0,22.0,6.145251396648044
91104,2020,322.5,28.5,8.837209302325581
91104,2021,357.0,24.0,6.722689075630252
91104,2022,356.0,26.0,7.303370786516854
91105,2018,117.5,11.0,9.361702127659575
91105,2019,133.0,11.0,8.270676691729323
91105,2020,98.0,5.5,5.612244897959184
91105,2021,124.5,11.0,8.835341365461847
91105,2022,107.5,11.0,10.232558139534884
91106,2018,286.0,22.0,7.6923076923076925
91106,2019,297.5,31.5,10.588235294117647
91106,2020,255.5,16.5,6.457925636007827
91106,2021,254.0,22.0,8.661417322834646
91106,2022,222.5,16.5,7.415730337078652
91107,2018,354.5,36.5,10.296191819464035
91107,2019,352.0,26.0,7.386363636363637
91107,2020,296.0,22.0,7.4324324324324325
91107,2021,334.0,29.0,8.682634730538922
91107,2022,276.5,16.5,5.967450271247739
91108,2018,75.0,5.5,7.333333333333333
91108,2019,79.5,11.0,13.836477987421384
91108,2020,66.0,5.5,8.333333333333332
91108,2021,75.0,5.5,7.333333333333333
91108,2022,83.5,11.0,13.17365269461078
91125,2018,0.0,0.0,
91125,2019,0.0,0.0,
91125,2020,0.0,0.0,
91125,2021,0.0,0.0,
91125,2022,0.0,0.0,
91126,2018,0.0,0.0,
91126,2019,0.0,0.0,
91126,2020,0.0,0.0,
91126,2021,0.0,0.0,
91126,2022,0.0,0.0,
91201,2018,213.0,26.0,12.206572769953052
91201,2019,174.5,22.0,12.607449856733524
91201,2020,184.0,16.5,8.967391304347826
91201,2021,179.5,22.0,12.256267409470752
91201,2022,186.5,16.5,8.847184986595174
91202,2018,222.5,29.5,13.258426966292136
91202,2019,202.0,22.0,10.891089108910892
91202,2020,216.0,11.0,5.092592592592593
91202,2021,206.5,17.5,8.47457627118644
91202,2022,211.0,22.0,10.42654028436019
91203,2018,190.0,16.5,8.68421052631579
91203,2019,196.5,11.0,5.597964376590331
91203,2020,174.5,17.5,10.028653295128938
91203,2021,178.5,16.5,9.243697478991598
91203,2022,174.0,11.0,6.321839080459771
91204,2018,170.0,16.5,9.705882352941178
91204,2019,158.0,16.5,10.443037974683545
91204,2020,136.0,5.5,4.044117647058823
91204,2021,158.0,22.0,13.924050632911392
91204,2022,163.5,26.0,15.902140672782874
91205,2018,345.5,34.5,9.985528219971057
91205,2019,337.0,30.0,8.902077151335313
91205,2020,295.5,16.5,5.583756345177665
91205,2021,312.5,28.5,9.120000000000001
91205,2022,332.5,36.5,10.977443609022556
91206,2018,299.0,22.0,7.357859531772576
91206,2019,342.5,34.5,10.072992700729927
91206,2020,282.5,29.5,10.442477876106194
91206,2021,293.0,22.0,7.508532423208192
91206,2022,292.5,38.5,13.162393162393164
91207,2018,89.0,5.5,6.179775280898876
91207,2019,78.5,11.0,14.012738853503185
91207,2020,91.5,11.0,12.021857923497267
91207,2021,112.0,16.5,14.732142857142858
91207,2022,87.0,5.5,6.321839080459771
91208,2018,122.5,5.5,4.489795918367347
91208,2019,135.0,11.0,8.148148148148149
91208,2020,126.5,11.0,8.695652173913043
91208,2021,124.5,11.0,8.835341365461847
91208,2022,141.5,11.0,7.773851590106007
91209,2018,0.0,0.0,
91209,2019,5.5,0.0,0.0
91209,2020,0.0,0.0,
91209,2021,0.0,0.0,
91209,2022,5.5,0.0,0.0
91210,2018,22.0,0.0,0.0
91210,2019,22.0,0.0,0.0
91210,2020,11.0,0.0,0.0
91210,2021,16.5,0.0,0.0
91210,2022,16.5,0.0,0.0
91214,2018,230.0,30.0,13.043478260869565
91214,2019,241.5,16.5,6.832298136645963
91214,2020,221.0,22.0,9.95475113122172
91214,2021,251.5,29.5,11.72962226640159
91214,2022,249.0,22.0,8.835341365461847
91301,2018,184.0,22.0,11.956521739130435
91301,2019,187.0,22.0,11.76470588235294
91301,2020,178.0,22.0,12.359550561797752
91301,2021,181.0,11.0,6.077348066298343
91301,2022,155.0,16.5,10.64516129032258
91302,2018,173.5,16.5,9.510086455331413
91302,2019,164.0,16.5,10.060975609756099
91302,2020,137.5,11.0,8.0
91302,2021,155.5,11.0,7.07395498392283
91302,2022,154.5,11.0,7.119741100323624
91303,2018,384.5,33.5,8.712613784135241
91303,2019,362.5,40.5,11.172413793103448
91303,2020,323.0,26.0,8.04953560371517
91303,2021,358.5,16.5,4.602510460251046
91303,2022,363.5,31.5,8.665749656121045
91304,2018,590.5,51.5,8.721422523285352
91304,2019,507.5,44.5,8.768472906403941
91304,2020,521.5,36.5,6.999041227229147
91304,2021,509.5,43.5,8.537782139352307
91304,2022,503.5,39.5,7.845084409136048
91305,2018,0.0,0.0,
91305,2019,11.0,0.0,0.0
91305,2020,0.0,0.0,
91305,2021,5.5,0.0,0.0
91305,2022,0.0,0.0,
91306,2018,509.5,43.5,8.537782139352307
91306,2019,471.0,42.0,8.9171974522293
91306,2020,462.5,36.5,7.891891891891892
91306,2021,439.5,46.5,10.580204778156997
91306,2022,439.5,32.5,7.394766780432309
91307,2018,183.5,5.5,2.997275204359673
91307,2019,210.5,20.5,9.73871733966746
91307,2020,196.0,22.0,11.224489795918368
91307,2021,212.0,22.0,10.377358490566039
91307,2022,199.5,16.5,8.270676691729323
91311,2018,319.0,26.0,8.150470219435736
91311,2019,340.0,25.0,7.352941176470589
91311,2020,288.0,22.0,7.638888888888889
91311,2021,352.0,28.0,7.954545454545454
91311,2022,357.5,35.5,9.93006993006993
91316,2018,349.5,34.5,9.871244635193133
91316,2019,339.5,34.5,10.1620029455081
91316,2020,318.5,29.5,9.262166405023548
91316,2021,324.5,37.5,11.556240369799692
91316,2022,316.0,34.0,10.759493670886076
91321,2018,338.5,32.5,9.601181683899556
91321,2019,368.0,27.0,7.336956521739131
91321,2020,336.5,31.5,9.36106983655275
91321,2021,363.5,29.5,8.11554332874828
91321,2022,371.0,26.0,7.008086253369273
91324,2018,274.5,30.5,11.11111111111111
91324,2019,292.0,28.0,9.58904109589041
91324,2020,280.0,23.0,8.214285714285714
91324,2021,276.0,23.0,8.333333333333332
91324,2022,290.5,34.5,11.876075731497417
91325,2018,331.5,35.5,10.708898944193061
91325,2019,311.0,23.0,7.395498392282958
91325,2020,293.0,26.0,8.873720136518772
91325,2021,295.0,28.0,9.491525423728813
91325,2022,310.0,27.0,8.709677419354838
91326,2018,286.5,27.0,9.424083769633508
91326,2019,288.5,17.5,6.065857885615252
91326,2020,265.5,22.0,8.286252354048965
91326,2021,302.5,39.5,13.057851239669422
91326,2022,322.0,31.0,9.627329192546584
91330,2018,5.5,0.0,0.0
91330,2019,16.5,5.5,33.33333333333333
91330,2020,11.0,0.0,0.0
91330,2021,11.0,0.0,0.0
91330,2022,5.5,0.0,0.0
91331,2018,1267.0,90.0,7.1033938437253346
91331,2019,1196.0,87.0,7.274247491638795
91331,2020,1147.0,97.0,8.456843940714908
91331,2021,1064.5,100.5,9.441052137153594
91331,2022,1075.0,87.0,8.093023255813954
91335,2018,867.0,64.0,7.381776239907728
91335,2019,849.5,59.5,7.004120070629782
91335,2020,780.0,50.0,6.41025641025641
91335,2021,778.0,70.0,8.997429305912597
91335,2022,797.5,63.5,7.962382445141065
91340,2018,430.5,35.5,8.246225319396052
91340,2019,412.0,30.0,7.281553398058252
91340,2020,394.5,35.5,8.99873257287706
91340,2021,358.5,31.5,8.786610878661087
91340,2022,394.0,30.0,7.614213197969544
91342,2018,1091.0,78.0,7.149404216315307
91342,2019,1075.0,82.0,7.627906976744186
91342,2020,1063.0,94.0,8.842897460018815
91342,2021,999.0,80.0,8.008008008008009
91342,2022,1035.0,86.0,8.309178743961352
91343,2018,683.0,54.0,7.906295754026354
91343,2019,702.5,50.5,7.188612099644128
91343,2020,639.5,59.5,9.304143862392495
91343,2021,663.5,57.5,8.666164280331575
91343,2022,623.5,50.5,8.09943865276664
91344,2018,461.5,33.5,7.258938244853738
91344,2019,479.5,40.5,8.446298227320124
91344,2020,433.5,34.5,7.958477508650519
91344,2021,446.5,38.5,8.622620380739082
91344,2022,468.5,45.5,9.711846318036287
91345,2018,199.5,16.5,8.270676691729323
91345,2019,187.5,16.5,8.799999999999999
91345,2020,193.0,16.5,8.549222797927461
91345,2021,203.5,27.5,13.513513513513514
91345,2022,184.0,11.0,5.978260869565218
91350,2018,432.5,32.5,7.514450867052023
91350,2019,416.0,23.0,5.528846153846153
91350,2020,440.0,31.0,7.045454545454545
91350,2021,441.5,42.5,9.626274065685164
91350,2022,503.0,43.0,8.548707753479125
91351,2018,381.5,28.5,7.470511140235911
91351,2019,353.5,33.5,9.476661951909476
91351,2020,337.0,28.0,8.30860534124629
91351,2021,339.0,28.0,8.259587020648967
91351,2022,374.5,30.5,8.144192256341789
91352,2018,552.5,34.5,6.244343891402715
91352,2019,519.5,39.5,7.603464870067373
91352,2020,472.5,34.5,7.301587301587302
91352,2021,426.5,41.5,9.730363423212191
91352,2022,496.0,42.0,8.46774193548387
91354,2018,303.0,27.0,8.91089108910891
91354,2019,304.0,29.0,9.539473684210527
91354,2020,301.5,16.5,5.472636815920398
91354,2021,321.5,32.5,10.10886469673406
91354,2022,316.0,29.0,9.177215189873419
91355,2018,293.5,33.5,11.41396933560477
91355,2019,250.0,11.0,4.3999999999999995
91355,2020,255.5,16.5,6.457925636007827
91355,2021,285.0,22.0,7.719298245614035
91355,2022,303.5,29.5,9.71993410214168
91356,2018,307.5,33.5,10.894308943089431
91356,2019,323.5,31.5,9.73724884080371
91356,2020,277.0,24.0,8.664259927797833
91356,2021,286.5,29.5,10.296684118673648
91356,2022,264.0,28.5,10.795454545454545
91361,2018,141.0,16.5,11.702127659574469
91361,2019,118.0,16.5,13.983050847457626
91361,2020,102.5,11.0,10.731707317073171
91361,2021,142.0,22.0,15.492957746478872
91361,2022,126.5,11.0,8.695652173913043
91362,2018,277.0,27.0,9.747292418772563
91362,2019,270.0,22.0,8.148148148148149
91362,2020,257.5,28.5,11.067961165048544
91362,2021,283.0,22.0,7.773851590106007
91362,2022,243.5,16.5,6.7761806981519515
91364,2018,243.5,17.5,7.186858316221765
91364,2019,259.0,23.0,8.880308880308881
91364,2020,189.0,16.5,8.73015873015873
91364,2021,283.5,21.5,7.583774250440917
91364,2022,241.0,26.0,10.78838174273859
91367,2018,410.0,37.0,9.024390243902438
91367,2019,462.5,41.5,8.972972972972974
91367,2020,432.0,33.0,7.638888888888889
91367,2021,518.0,42.0,8.108108108108109
91367,2022,478.5,41.5,8.672936259143157
91381,2018,160.5,27.5,17.133956386292834
91381,2019,148.5,16.5,11.11111111111111
91381,2020,131.5,11.0,8.365019011406844
91381,2021,157.0,11.0,7.006369426751593
91381,2022,193.5,16.5,8.527131782945736
91382,2018,5.5,0.0,0.0
91382,2019,5.5,0.0,0.0
91382,2020,0.0,0.0,
91382,2021,5.5,0.0,0.0
91382,2022,0.0,0.0,
91384,2018,249.5,19.5,7.8156312625250495
91384,2019,250.5,16.5,6.58682634730539
91384,2020,210.0,22.0,10.476190476190476
91384,2021,227.5,16.5,7.252747252747254
91384,2022,227.0,22.0,9.691629955947137
91387,2018,527.5,49.5,9.383886255924171
91387,2019,506.0,42.0,8.300395256916996
91387,2020,455.5,37.5,8.232711306256862
91387,2021,489.5,41.5,8.478038815117467
91387,2022,511.0,31.0,6.066536203522505
91390,2018,165.0,11.0,6.666666666666667
91390,2019,133.5,11.0,8.239700374531834
91390,2020,152.5,16.5,10.819672131147541
91390,2021,162.0,22.0,13.580246913580247
91390,2022,149.0,11.0,7.38255033557047
91401,2018,459.5,38.5,8.37867247007617
91401,2019,417.0,41.0,9.832134292565947
91401,2020,357.5,21.5,6.013986013986014
91401,2021,438.5,20.5,4.67502850627138
91401,2022,359.0,23.0,6.406685236768802
91402,2018,845.0,74.0,8.757396449704142
91402,2019,813.0,74.0,9.10209102091021
91402,2020,733.0,56.0,7.639836289222374
91402,2021,740.0,58.0,7.837837837837839
91402,2022,776.0,83.0,10.695876288659793
91403,2018,295.0,25.0,8.47457627118644
91403,2019,315.5,22.0,6.9730586370839935
91403,2020,271.0,29.0,10.70110701107011
91403,2021,299.5,35.5,11.853088480801336
91403,2022,282.0,24.0,8.51063829787234
91405,2018,644.5,46.5,7.21489526764934
91405,2019,694.5,51.5,7.415406767458603
91405,2020,602.0,50.0,8.305647840531561
91405,2021,621.5,51.5,8.2864038616251
91405,2022,617.0,54.0,8.752025931928689
91406,2018,605.5,42.5,7.018992568125516
91406,2019,613.5,47.5,7.742461287693561
91406,2020,597.5,48.5,8.117154811715482
91406,2021,526.0,49.0,9.315589353612168
91406,2022,593.5,41.5,6.992417860151642
91411,2018,276.0,26.0,9.420289855072465
91411,2019,258.0,22.0,8.527131782945736
91411,2020,270.5,30.5,11.275415896487985
91411,2021,295.5,30.5,10.321489001692047
91411,2022,285.5,28.5,9.98248686514886
91423,2018,354.5,31.5,8.885754583921015
91423,2019,290.5,17.5,6.024096385542169
91423,2020,307.5,27.5,8.94308943089431
91423,2021,311.0,33.0,10.610932475884244
91423,2022,310.0,24.0,7.741935483870968
91436,2018,154.5,22.0,14.239482200647249
91436,2019,144.0,16.5,11.458333333333332
91436,2020,143.0,16.5,11.538461538461538
91436,2021,134.5,11.0,8.178438661710038
91436,2022,135.0,11.0,8.148148148148149
91501,2018,220.0,23.0,10.454545454545453
91501,2019,179.0,16.5,9.217877094972067
91501,2020,187.0,22.0,11.76470588235294
91501,2021,175.0,11.0,6.2857142857142865
91501,2022,175.5,28.0,15.954415954415953
91502,2018,104.0,16.5,15.865384615384615
91502,2019,105.0,16.5,15.714285714285714
91502,2020,125.5,22.0,17.52988047808765
91502,2021,93.5,11.0,11.76470588235294
91502,2022,104.5,11.0,10.526315789473683
91503,2018,0.0,0.0,
91503,2019,0.0,0.0,
91503,2020,5.5,0.0,0.0
91503,2021,0.0,0.0,
91503,2022,5.5,0.0,0.0
91504,2018,240.0,26.0,10.833333333333334
91504,2019,262.0,22.0,8.396946564885496
91504,2020,243.0,11.0,4.526748971193416
91504,2021,245.0,22.0,8.979591836734693
91504,2022,225.5,16.5,7.317073170731707
91505,2018,264.0,22.0,8.333333333333332
91505,2019,277.5,31.5,11.351351351351353
91505,2020,252.0,11.0,4.365079365079365
91505,2021,257.5,30.5,11.844660194174757
91505,2022,253.0,22.0,8.695652173913043
91506,2018,168.5,22.0,13.056379821958458
91506,2019,152.0,16.5,10.855263157894738
91506,2020,137.0,16.5,12.043795620437956
91506,2021,142.0,16.5,11.619718309859154
91506,2022,137.0,16.5,12.043795620437956
91521,2018,0.0,0.0,
91521,2019,0.0,0.0,
91521,2020,0.0,0.0,
91521,2021,0.0,0.0,
91521,2022,0.0,0.0,
91522,2018,0.0,0.0,
91522,2019,0.0,0.0,
91522,2020,5.5,0.0,0.0
91522,2021,0.0,0.0,
91522,2022,0.0,0.0,
91523,2018,0.0,0.0,
91523,2019,0.0,0.0,
91523,2020,0.0,0.0,
91523,2021,0.0,0.0,
91523,2022,0.0,0.0,
91601,2018,345.5,28.5,8.24891461649783
91601,2019,354.0,24.0,6.779661016949152
91601,2020,344.5,30.5,8.853410740203193
91601,2021,378.0,26.0,6.878306878306878
91601,2022,355.5,34.5,9.70464135021097
91602,2018,200.0,16.5,8.25
91602,2019,149.0,5.5,3.691275167785235
91602,2020,158.0,22.0,13.924050632911392
91602,2021,208.0,16.5,7.9326923076923075
91602,2022,196.5,23.5,11.959287531806616
91604,2018,342.5,33.5,9.781021897810218
91604,2019,287.0,26.0,9.059233449477352
91604,2020,321.5,16.5,5.132192846034215
91604,2021,307.0,22.0,7.166123778501629
91604,2022,256.0,27.0,10.546875
91605,2018,633.0,67.0,10.584518167456556
91605,2019,597.0,52.0,8.710217755443885
91605,2020,552.5,45.5,8.235294117647058
91605,2021,506.0,40.0,7.905138339920949
91605,2022,564.5,45.5,8.060230292294065
91606,2018,492.0,36.0,7.317073170731707
91606,2019,449.0,25.0,5.56792873051225
91606,2020,410.5,31.5,7.673568818514006
91606,2021,384.0,24.0,6.25
91606,2022,390.0,35.0,8.974358974358974
91607,2018,351.0,30.0,8.547008547008547
91607,2019,303.0,26.0,8.58085808580858
91607,2020,291.0,23.0,7.903780068728522
91607,2021,319.0,22.0,6.896551724137931
91607,2022,315.5,17.5,5.54675118858954
91608,2018,0.0,0.0,
91608,2019,0.0,0.0,
91608,2020,5.5,0.0,0.0
91608,2021,0.0,0.0,
91608,2022,0.0,0.0,
91702,2018,769.5,63.5,8.25211176088369
91702,2019,723.5,41.5,5.736005528680028
91702,2020,661.5,49.5,7.482993197278912
91702,2021,618.5,41.5,6.709781729991916
91702,2022,643.0,54.0,8.398133748055987
91706,2018,888.5,76.5,8.610016882386045
91706,2019,874.0,67.0,7.665903890160183
91706,2020,828.5,62.5,7.543753771876887
91706,2021,796.0,71.0,8.919597989949748
91706,2022,716.0,61.0,8.519553072625698
91709,2018,816.5,44.5,5.450091855480711
91709,2019,893.0,60.0,6.718924972004479
91709,2020,684.5,51.5,7.523739956172388
91709,2021,646.5,53.5,8.275328692962104
91709,2022,659.5,55.5,8.41546626231994
91711,2018,224.0,11.0,4.910714285714286
91711,2019,239.5,27.5,11.482254697286013
91711,2020,198.0,11.0,5.555555555555555
91711,2021,243.0,23.0,9.465020576131687
91711,2022,237.5,28.5,12.0
91722,2018,389.5,36.5,9.370988446726573
91722,2019,399.5,33.5,8.385481852315396
91722,2020,355.0,30.0,8.450704225352112
91722,2021,372.5,32.5,8.724832214765101
91722,2022,353.5,34.5,9.759547383309759
91723,2018,232.0,24.0,10.344827586206897
91723,2019,230.0,22.0,9.565217391304348
91723,2020,196.5,16.5,8.396946564885496
91723,2021,184.0,22.0,11.956521739130435
91723,2022,205.0,28.5,13.902439024390246
91724,2018,278.5,27.5,9.874326750448834
91724,2019,272.5,28.5,10.458715596330276
91724,2020,247.0,11.0,4.4534412955465585
91724,2021,244.0,23.0,9.426229508196721
91724,2022,256.5,33.5,13.060428849902534
91731,2018,346.0,28.0,8.092485549132949
91731,2019,310.0,28.0,9.032258064516128
91731,2020,304.0,30.0,9.868421052631579
91731,2021,288.0,22.0,7.638888888888889
91731,2022,270.0,29.0,10.74074074074074
91732,2018,760.5,57.5,7.5608152531229464
91732,2019,742.5,44.5,5.993265993265993
91732,2020,610.5,47.5,7.780507780507781
91732,2021,607.5,48.5,7.983539094650206
91732,2022,570.0,40.0,7.017543859649122
91733,2018,536.5,37.5,6.989748369058714
91733,2019,516.5,40.5,7.841239109390126
91733,2020,448.5,43.5,9.698996655518394
91733,2021,432.5,40.5,9.364161849710982
91733,2022,433.5,37.5,8.650519031141869
91740,2018,242.0,,
91740,2019,258.0,,
91740,2020,247.0,,
91740,2021,248.0,,
91740,2022,261.0,,
91741,2018,228.0,,
91741,2019,228.0,,
91741,2020,213.0,,
91741,2021,215.0,,
91741,2022,201.0,,
91744,2018,1087.0,,
91744,2019,983.0,,
91744,2020,903.0,,
91744,2021,851.0,,
91744,2022,892.0,,
91745,2018,605.0,,
91745,2019,643.0,,
91745,2020,502.0,,
91745,2021,386.0,,
91745,2022,441.0,,
91746,2018,357.0,,
91746,2019,350.0,,
91746,2020,319.0,,
91746,2021,308.0,,
91746,2022,309.0,,
91748,2018,1296.0,,
91748,2019,1038.0,,
91748,2020,595.0,,
91748,2021,429.0,,
91748,2022,414.0,,
91750,2018,271.0,,
91750,2019,257.0,,
91750,2020,229.0,,
91750,2021,245.0,,
91750,2022,240.0,,
91754,2018,694.0,,
91754,2019,717.0,,
91754,2020,350.0,,
91754,2021,262.0,,
91754,2022,252.0,,
91755,2018,318.0,,
91755,2019,321.0,,
91755,2020,211.0,,
91755,2021,222.0,,
91755,2022,209.0,,
91759,2018,5.5,,
91759,2019,5.5,,
91759,2020,5.5,,
91759,2021,5.5,,
91759,2022,5.5,,
91765,2018,573.0,,
91765,2019,527.0,,
91765,2020,409.0,,
91765,2021,312.0,,
91765,2022,330.0,,
91766,2018,910.0,,
91766,2019,905.0,,
91766,2020,795.0,,
91766,2021,817.0,,
91766,2022,778.0,,
91767,2018,659.0,,
91767,2019,666.0,,
91767,2020,593.0,,
91767,2021,574.0,,
91767,2022,556.0,,
91768,2018,449.0,,
91768,2019,421.0,,
91768,2020,334.0,,
91768,2021,364.0,,
91768,2022,365.0,,
91770,2018,565.0,,
91770,2019,644.0,,
91770,2020,500.0,,
91770,2021,467.0,,
91770,2022,440.0,,
91773,2018,317.0,26.0,8.201892744479496
91773,2019,319.5,17.5,5.477308294209703
91773,2020,257.5,18.5,7.184466019417475
91773,2021,286.5,32.5,11.343804537521814
91773,2022,295.0,22.0,7.457627118644068
91775,2018,231.0,16.5,7.142857142857142
91775,2019,280.5,31.0,11.051693404634582
91775,2020,220.0,18.5,8.409090909090908
91775,2021,197.0,22.0,11.16751269035533
91775,2022,186.5,16.5,8.847184986595174
91776,2018,446.5,36.5,8.174692049272117
91776,2019,426.5,29.5,6.916764361078546
91776,2020,334.5,29.5,8.819133034379671
91776,2021,290.0,22.0,7.586206896551724
91776,2022,332.5,29.5,8.87218045112782
91780,2018,409.5,33.5,8.18070818070818
91780,2019,481.5,40.5,8.411214953271028
91780,2020,336.0,30.0,8.928571428571429
91780,2021,301.5,29.5,9.78441127694859
91780,2022,296.0,16.5,5.574324324324325
91789,2018,458.0,26.0,5.676855895196507
91789,2019,511.5,36.5,7.1358748778103624
91789,2020,314.0,26.0,8.280254777070063
91789,2021,277.0,24.0,8.664259927797833
91789,2022,315.0,22.0,6.984126984126984
91790,2018,483.5,16.5,3.4126163391933813
91790,2019,474.5,38.5,8.113804004214963
91790,2020,426.5,32.5,7.620164126611957
91790,2021,426.5,35.5,8.32356389214537
91790,2022,403.0,26.0,6.451612903225806
91791,2018,359.5,32.5,9.040333796940194
91791,2019,373.0,26.0,6.970509383378016
91791,2020,317.5,34.5,10.866141732283465
91791,2021,311.0,29.0,9.32475884244373
91791,2022,310.5,28.5,9.178743961352657
91792,2018,320.5,33.5,10.452418096723868
91792,2019,344.0,33.0,9.593023255813954
91792,2020,265.0,24.0,9.056603773584905
91792,2021,285.0,33.0,11.578947368421053
91792,2022,236.5,16.5,6.976744186046512
91801,2018,551.0,38.0,6.896551724137931
91801,2019,545.5,48.5,8.890925756186984
91801,2020,481.5,36.5,7.580477673935618
91801,2021,392.0,31.0,7.908163265306123
91801,2022,446.5,39.5,8.846584546472565
91803,2018,278.0,29.0,10.431654676258994
91803,2019,272.5,16.5,6.055045871559633
91803,2020,263.0,31.5,11.977186311787072
91803,2021,225.5,24.0,10.643015521064301
91803,2022,231.5,24.0,10.367170626349893
92397,2018,65.5,11.0,16.793893129770993
92397,2019,70.5,11.0,15.602836879432624
92397,2020,61.0,5.5,9.01639344262295
92397,2021,60.0,11.0,18.333333333333332
92397,2022,66.0,16.5,25.0
93532,2018,22.0,0.0,0.0
93532,2019,31.5,5.5,17.46031746031746
93532,2020,39.5,11.0,27.848101265822784
93532,2021,27.5,5.5,20.0
93532,2022,27.5,5.5,20.0
93535,2018,1275.5,141.5,11.093688749509996
93535,2019,1165.5,93.5,8.022308022308023
93535,2020,1119.5,110.5,9.870477891916034
93535,2021,1038.0,97.0,9.344894026974952
93535,2022,1111.0,105.0,9.450945094509452
93536,2018,829.0,63.0,7.599517490952954
93536,2019,824.0,76.0,9.223300970873787
93536,2020,784.0,71.0,9.056122448979592
93536,2021,775.5,66.5,8.575112830431978
93536,2022,813.0,73.0,8.979089790897909
93543,2018,163.0,29.5,18.098159509202453
93543,2019,180.5,22.0,12.18836565096953
93543,2020,144.5,5.5,3.8062283737024223
93543,2021,174.0,22.0,12.643678160919542
93543,2022,169.5,22.0,12.979351032448378
93544,2018,22.0,5.5,25.0
93544,2019,22.0,0.0,0.0
93544,2020,27.5,11.0,40.0
93544,2021,22.0,0.0,0.0
93544,2022,22.0,5.5,25.0
93550,2018,1152.5,86.5,7.505422993492409
93550,2019,1132.5,92.5,8.167770419426049
93550,2020,1106.0,80.0,7.233273056057866
93550,2021,1099.0,111.0,10.100090991810736
93550,2022,1036.0,92.0,8.880308880308881
93551,2018,583.5,45.5,7.79777206512425
93551,2019,569.0,53.0,9.314586994727591
93551,2020,540.0,51.0,9.444444444444445
93551,2021,547.5,43.5,7.9452054794520555
93551,2022,575.5,48.5,8.42745438748914
93552,2018,517.5,46.5,8.985507246376812
93552,2019,483.0,52.0,10.766045548654244
93552,2020,452.5,51.5,11.38121546961326
93552,2021,486.0,52.0,10.699588477366255
93552,2022,452.5,36.5,8.066298342541437
93553,2018,27.5,5.5,20.0
93553,2019,22.0,0.0,0.0
93553,2020,22.0,5.5,25.0
93553,2021,33.0,11.0,33.33333333333333
93553,2022,33.0,11.0,33.33333333333333
93563,2018,0.0,0.0,
93563,2019,0.0,0.0,
93563,2020,0.0,0.0,
93563,2021,0.0,0.0,
93563,2022,11.0,0.0,0.0
93591,2018,103.0,16.5,16.019417475728158
93591,2019,90.5,11.0,12.154696132596685
93591,2020,84.5,11.0,13.017751479289942
93591,2021,94.5,11.0,11.64021164021164
93591,2022,103.0,16.5,16.019417475728158
