ZIP_Code_of_Residence,Total_Births_2018_2022,Total_LBW_Count_2018_2022,LBW_Rate,avg_traffic_pct,avg_diesel_pm,avg_cancer_risk,avg_resp_hazard,avg_ej_index,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,total_housing_population,total_ownership_population,health_insurance_coverage_pop,educational_attainment,homeownership_rate,poverty_rate,white_prop,black_prop,asian_prop,hispanic_prop,log_median_household_income
90012,1044.0,104.0,9.961685823754788,94.6329785165443,1.3935942132541963,53.5531782119884,1.6252701198731043,0.6794360659005463,0.8801,0.9275,0.2329,0.8181,0.9971,14945,957,29197,24.6,0.064034794245567,18.589643507676296,0.24009888108248764,0.13195420244600573,0.35927660681759044,0.275175644028103,10.975824309791975
90013,843.0,132.0,15.658362989323845,86.92536641111286,1.467375923572916,59.31217956520964,2.0055089836402344,0.5739860108025685,0.8649,0.9637,0.2706,0.7303,0.9444,7781,625,14583,21.4,0.0803238658270145,45.64338109275382,0.3255638582299308,0.27689038184684994,0.14087886474257902,0.23939123877425106,10.120733748584254
90014,299.0,77.0,25.75250836120401,85.1753016407394,1.4528505382481682,60.60413152329214,2.0723580508116077,0.5994928270700369,0.9187,0.9456,0.5423,0.7331,0.9728,6100,212,9255,27.0,0.0347540983606557,35.55483662245228,0.3354901326431576,0.20759193357058126,0.2383263237355764,0.2557963981451526,10.186785026670085
90015,1189.5,130.5,10.970996216897856,96.98951097122688,1.4002923068016018,54.62096452310155,1.7054120947747835,0.6598021344817125,0.8374,0.9146,0.2225,0.8584,0.9432,12838,1107,25545,30.0,0.0862283844835644,25.354151991860373,0.32605462941222507,0.0905924708460515,0.20337324880644908,0.5243797448540346,11.034228154955759
90016,2437.5,200.5,8.225641025641025,91.2010261030414,0.9613995159258742,46.86813917650528,1.3568896332725688,0.6794165665037005,0.8462,0.8947,0.5927,0.9042,0.7746,17601,6403,47255,20.2,0.363786148514289,15.286731911475618,0.30770043754888077,0.27538100572829693,0.044621530786953856,0.545688980954998,11.052317557364855
90017,1372.0,142.0,10.349854227405247,92.40433389752609,1.3386196906464125,55.07124843721238,1.6711011583960824,0.7409685844273624,0.9567,0.9608,0.6738,0.8952,0.9676,13564,734,28707,21.2,0.0541138307283987,35.598525422549905,0.26145927523127216,0.12864297141267303,0.176045071989984,0.5718856506920776,10.749913604437298
90018,2500.5,204.5,8.178364327134572,88.82568206311537,0.981032302403643,46.366413544105626,1.2581099784142236,0.736569989279187,0.9684,0.948,0.8476,0.9275,0.9554,16339,5369,49276,15.5,0.3286002815349776,21.744358491322295,0.27149384744879557,0.24299571125095193,0.06232714738065654,0.5868772295482785,10.985072359626606
90019,2962.5,234.5,7.915611814345993,81.86568455793609,0.9129698476328028,48.01691025186476,1.2940118778354566,0.5706128810670149,0.8924,0.9246,0.4884,0.83,0.938,23576,5895,58737,24.3,0.2500424160162877,16.59484935196095,0.304965494024575,0.17882511361723616,0.17340515064803905,0.43506143746843967,11.096985688568044
90020,1578.0,156.0,9.88593155893536,74.1557675644689,1.0276018738207084,50.5833802224092,1.3785468080662635,0.6539345122670404,0.8345,0.8977,0.2451,0.8907,0.9345,17321,1630,38396,33.2,0.0941054211650597,17.984375,0.19197916666666667,0.07078125,0.45317708333333334,0.3365885416666667,10.920907862260288
90021,162.5,49.5,30.461538461538463,93.14531493466622,1.464836757400729,53.74265304998215,1.7557393121650515,0.6097075922502416,0.9491,0.9936,0.3841,0.8068,0.9797,1459,100,2781,14.1,0.0685400959561343,40.30924128011507,0.2822725638259619,0.21395181589356346,0.07011866235167206,0.4804027328299173,10.297520899681873
90022,3638.5,271.5,7.46186615363474,90.350617979353,1.136568128170486,49.20399775610315,1.2883233715969975,0.7415665324539422,0.8947,0.9012,0.8824,0.9824,0.6541,17165,5949,64115,7.5,0.3465773376055928,16.561959249848005,0.3009493818884749,0.005284736620574618,0.011270986951844982,0.9645501738195084,11.084324781459907
90023,2677.0,212.0,7.919312663429212,97.15702719349844,1.3847426584637563,52.21526273159072,1.4924829993343005,0.7930169048110733,0.9766,0.9784,0.949,0.9813,0.7978,11750,3095,44403,7.7,0.2634042553191489,22.806230082140132,0.24767718479285425,0.010368508460882445,0.009829884644732709,0.9573365052291396,10.876498824619787
90024,1215.0,108.0,8.88888888888889,76.68332144480854,0.8289079029483188,45.98485477558104,1.3430704397278053,0.3926278939661894,0.5994,0.6456,0.0435,0.5178,0.9757,16843,5602,50384,36.7,0.3326010805675948,18.98118749007779,0.5474876964597555,0.04574138752182886,0.2595451658993491,0.13095332592474995,11.22326810959768
90025,2221.0,174.0,7.834308869878432,90.43962711114705,0.9224796341721376,46.282992945693856,1.3981801428563956,0.3474076415095609,0.3585,0.452,0.0608,0.4476,0.6083,22166,5486,44168,41.4,0.2474961652982044,11.751333588421977,0.6154763780413693,0.0347070607035945,0.2264736996106147,0.12662900357874363,11.547433166233457
90026,2775.0,226.0,8.144144144144144,89.861115118177,1.1520903753639884,48.95546397780682,1.3103527626362526,0.5337888894310693,0.8257,0.8585,0.3302,0.7071,0.9606,26230,6225,64468,29.8,0.2373236751810903,17.756951628093688,0.39690283932128023,0.037811298615078204,0.12986150782009911,0.48518581420123824,11.296620973878772
90027,1729.5,139.5,8.065915004336514,80.8028404294422,0.8743152187469406,46.481063733712425,1.1674666348836114,0.3415947208826509,0.6474,0.6766,0.208,0.4125,0.8743,21331,4462,45390,38.4,0.2091791289672308,13.49750895900708,0.6401975351804912,0.0349619788480028,0.11806223232234944,0.2198889957171576,11.371661394966047
90028,890.0,90.5,10.168539325842698,93.24824379089624,1.0682204623041156,48.77388459661526,1.3751705835489303,0.4884886266645608,0.8146,0.9006,0.3175,0.5904,0.9241,17228,690,30859,36.2,0.0400510796377989,19.430637144148218,0.4958040152346524,0.08950358272545349,0.13304499386740687,0.287199018785101,10.955322649645309
90029,1375.0,151.5,11.01818181818182,89.43308875949096,1.0753323068677445,47.83991747088139,1.2746657566230493,0.594797737348191,0.9374,0.945,0.5295,0.7343,0.993,12836,1485,34129,25.9,0.1156902461826114,21.89962192271061,0.34301134231868163,0.031573782793154204,0.16205373892464428,0.5106063667061098,10.9425090597906
90031,1712.5,151.5,8.846715328467154,90.05962398117569,1.12772702745982,48.08275713317282,1.2793154711161605,0.7366721814432738,0.9456,0.9538,0.7457,0.9229,0.9044,11960,3921,37063,15.6,0.3278428093645485,17.889847024588196,0.19099233788076994,0.02186507194916838,0.2908935579464453,0.5903569426275462,11.000248127840763
90032,2139.5,177.5,8.296330918438887,81.38872036987189,0.8800459755416695,45.0765942549835,1.1003595834523023,0.6887389095886771,0.9099,0.855,0.8575,0.9161,0.8679,13427,7254,44724,15.9,0.5402547106576302,14.337915821839978,0.2614692186002986,0.027985116196163187,0.12633408346516342,0.7473095519262049,11.246456788917644
90033,2459.5,210.5,8.558650132140679,89.34922326096658,1.4154895226032749,50.86738984838887,1.5338611549869396,0.813949706389188,0.9977,0.9918,0.9606,0.9739,0.9699,13341,2632,47193,10.4,0.1972865602278689,26.54286014059385,0.194691008288742,0.019032630364075123,0.04513692162417375,0.904396180883433,10.83202301082672
90034,2669.0,225.0,8.430123641813413,92.7937427876862,1.0829735381111667,47.42494587168396,1.47735695530112,0.4076413101144067,0.4959,0.486,0.0713,0.6164,0.8169,25261,5137,54848,37.5,0.2033569534064368,8.868346016236538,0.4582009044514266,0.0937324058771181,0.19747189480757704,0.25873122536822796,11.487720471135004
90035,2093.5,159.5,7.618820157630762,80.58491901789819,0.8337963342175974,45.693485674766606,1.3146572449219385,0.2687968559466389,0.4614,0.4404,0.1275,0.3314,0.7822,11420,3657,26382,37.1,0.3202276707530648,8.084226358338034,0.6937394247038917,0.07140439932318104,0.06644106034968979,0.13314532806918594,11.612951779037353
90036,2288.5,142.5,6.226786104435219,79.03633210100986,0.8653223465112947,47.42967886042497,1.364364603455972,0.3023454746755842,0.4357,0.5292,0.0498,0.4448,0.7462,19753,2915,37569,44.1,0.1475725206297777,10.821202237955081,0.6021265876488213,0.06332034046615226,0.19149895261580888,0.1364516214567921,11.48845857690216
90037,4017.0,310.0,7.717201891959173,88.7256483799127,1.087985863023316,46.31496742151322,1.3348479240149038,0.8230950066181135,0.9942,0.9778,0.9102,0.979,0.971,17571,4416,68860,6.5,0.2513232030049513,26.414629908490678,0.27416599096490213,0.15426271284605583,0.013045870496930383,0.7986650063709023,10.863565478378225
90038,1013.5,106.0,10.458806117414898,93.37697665865107,0.9549317636424568,47.636034307334455,1.2777541797058567,0.5545244929233629,0.8591,0.955,0.1808,0.7054,0.989,12929,1026,27978,27.8,0.0793564854203728,18.97137138568212,0.40223024411165514,0.06826548482790665,0.06058115014832553,0.5225347582115157,10.952594421300399
90039,1319.0,101.0,7.657316148597422,89.71950034892772,0.93065430489,45.93614237458727,1.1471488910180383,0.3867384747532358,0.4825,0.4088,0.248,0.596,0.6199,12052,5662,27968,37.6,0.4697975439761035,8.90808667327574,0.500318651749044,0.0160033989519898,0.20436198838691402,0.3111457300665628,11.593011248639058
90040,667.0,93.5,14.017991004497752,94.33236250176134,1.304099051894832,51.45897437827724,1.3487080174444337,0.7405960653505229,0.9211,0.8357,0.9716,0.9802,0.7248,3441,1838,11811,8.9,0.5341470502760826,15.693893065292677,0.3458907002280598,0.0052369287946617115,0.019765182870174845,0.9489821775487794,11.036227478431766
90041,1134.5,94.5,8.329660643455266,84.09921780009402,0.7688209462659882,42.88446555271682,1.0106410230658067,0.4317967339989364,0.6158,0.3959,0.4786,0.6918,0.8355,9875,5150,28123,33.6,0.5215189873417722,9.643021079764132,0.4192648564669327,0.02026764591645775,0.2523922177889199,0.3496345468027259,11.625700425571427
90042,2797.0,223.0,7.972828030032178,70.9834007188755,0.7864881617444849,43.78273894457752,1.0605659459196468,0.601853572525976,0.7696,0.7608,0.4218,0.7813,0.8494,21199,9549,58930,26.2,0.4504457757441388,10.564487498098089,0.35444878362157867,0.02169025037615594,0.1421446805633041,0.5778938648543558,11.398277509809317
90043,2339.5,245.5,10.493695234024363,77.06166396041925,0.8053510571024048,43.7619091697808,1.5224622830121255,0.6501289969337005,0.9018,0.8251,0.8604,0.9445,0.8633,17132,9093,44177,19.0,0.5307611487275274,16.50885045320618,0.1345448820314433,0.5992217898832685,0.02105215807111851,0.26414160725129887,11.066482100133506
90044,6247.0,601.0,9.620617896590364,86.65283321614655,1.136672228827246,45.4848866502612,1.461694917281787,0.7908378385614914,0.9936,0.9854,0.9664,0.9864,0.8563,27738,8441,98889,7.6,0.3043117744610282,26.619860591978988,0.17065360137387614,0.3130114152944742,0.009081725426810789,0.6569754520658653,10.786965794663733
90045,1908.0,154.0,8.071278825995808,83.9578448757385,0.879493987467338,46.97486035224516,2.366286629889074,0.2977972982956164,0.2579,0.2591,0.0689,0.5195,0.5156,15852,7596,41085,37.8,0.4791824375473126,7.805850740461542,0.5631884833304963,0.08756656858692216,0.14906500012158647,0.19453833621087957,11.741589748957136
90046,1515.5,97.5,6.433520290333224,86.36561231055855,0.8913253773728915,45.4847483747045,1.3623389351082746,0.2646951418898849,0.5532,0.5848,0.164,0.3326,0.7972,28346,6110,47874,42.0,0.2155506949834191,11.652480797176667,0.707348972389454,0.05509653311189537,0.06950384056466681,0.15428690056051483,11.377552377466335
90047,2778.0,254.0,9.14326853851692,78.05615415222634,0.9261596466219592,43.86676468579073,1.583579356837099,0.6938888439826689,0.8936,0.8368,0.9473,0.9768,0.6866,17202,9291,52142,12.4,0.5401116149284967,17.340996168582375,0.13226053639846744,0.5173180076628352,0.009406130268199234,0.41249042145593867,11.112716519007767
90048,1245.0,130.0,10.441767068273093,86.915991536902,0.828607244929003,46.87804752359517,1.4065953920797765,0.2276019239557673,0.3439,0.3637,0.1721,0.2062,0.5603,11564,3342,20028,43.7,0.2890003459010723,11.297829601685367,0.7664494635245701,0.04012542256626329,0.0722159619812846,0.0798099064230072,11.535117392476725
90049,1717.0,145.5,8.474082702387886,74.84521855440168,0.6942816032382428,41.270222008516846,1.1101885926033856,0.1617894927191005,0.1181,0.083,0.0927,0.183,0.4473,16151,8793,35817,40.1,0.5444244938393907,5.653424160361819,0.7911164465786314,0.01474078003294341,0.08383818643736564,0.08185599821323879,11.99291036518454
90056,323.0,49.5,15.325077399380804,80.79573333941583,0.8363266034730472,43.76967648368373,1.5472225710158476,0.5285812116733218,0.2871,0.1275,0.3911,0.8963,0.3343,3432,1984,8214,34.6,0.578088578088578,7.234042553191489,0.13446808510638297,0.6425531914893617,0.04389057750759878,0.11185410334346504,11.723648196284437
90057,2451.5,244.5,9.973485621048338,86.95027345335973,1.1588114817915869,51.66795973034088,1.4161588984013604,0.7949180349015302,0.983,0.9731,0.8407,0.9496,0.9745,16986,511,46128,17.5,0.0300835982573884,27.009885028212633,0.22224343472911628,0.06730728437486742,0.17848203300666074,0.681515421492512,10.74748712239554
90058,278.0,71.5,25.719424460431657,87.54032083454793,1.051855860475301,47.93149039160424,1.3722016845272698,0.8173470181341776,0.8556,0.9135,0.8488,0.8992,0.5597,1039,138,3047,19.4,0.1328200192492781,28.730731387340114,0.43719252213840604,0.1653000983929157,0.004919645785503444,0.6920301738274844,10.436847363606699
