ZIP_Code_of_Residence,Total_Births_2018_2022,Total_LBW_Count_2018_2022,LBW_Rate,avg_traffic_pct,avg_diesel_pm,avg_cancer_risk,avg_resp_hazard,avg_ej_index,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,total_race_population,white_population,black_population,asian_population,hispanic_population,income_distribution,median_household_income,total_housing_population,total_ownership_population,health_insurance_coverage_pop,educational_attainment,homeownership_rate,poverty_rate,ZIP,road_mean_db,road_n_pixels,rail_mean_db,rail_n_pixels,aviation_mean_db,aviation_n_pixels,combined_noise_mean_db
91335,4072.0,307.0,7.539292730844793,69.14365102496606,0.5548432761980896,38.84298451474535,0.8850578830480743,0.5168914557019366,0.886,0.8292,0.7816,0.7309,0.9287,77158,30301,3190,9605,40540,24392,74632.0,24392,11934,76256,19.8,0.4892587733683174,11.898960574405764,91335,52.55348587036133,2559,,0,46.66035079956055,2944,53.56752208061606
91340,1989.5,162.5,8.16788137723046,77.13252898778441,0.5574040752790936,38.315068860673726,0.8448482709835545,0.7028510342608147,0.8082,0.8579,0.6315,0.9671,0.6234,34822,13410,694,929,31842,8685,71664.0,8685,5386,34751,10.0,0.6201496833621186,11.633450117741658,91340,56.57691955566406,2088,51.71442794799805,517,,0,57.810861831785445
91342,5263.0,420.0,7.980239407182216,74.87091297793465,0.4719736945350166,36.54825820358351,0.7713043310632711,0.6052905453016993,0.8614,0.7474,0.8204,0.8788,0.8812,92580,39830,3511,7151,68855,24927,89264.0,24927,16724,91834,14.7,0.6709190837244755,13.062216461438757,91342,58.61039352416992,14275,51.41543960571289,1496,,0,59.37368317932058
91343,3312.0,272.0,8.212560386473431,80.66672293991668,0.5835929278238837,39.04586625386237,0.8938388389569246,0.5365734179709521,0.9175,0.8567,0.8592,0.8045,0.9195,63193,19707,3179,8564,37511,18045,77790.0,18045,8940,62984,19.1,0.4954280964256026,17.75354865254063,91343,56.837162017822266,4526,52.41044998168945,172,51.34477615356445,9580,58.99402553809701
91344,2289.5,192.5,8.407949333915703,74.61735489334815,0.5306077873113264,37.68205516612102,0.8238245817216283,0.384138646627066,0.6164,0.5304,0.5886,0.5768,0.6257,53862,29085,1620,9411,17103,17596,111897.0,17596,12761,53378,25.0,0.7252216412821095,7.218447142698007,91344,56.569820404052734,7992,51.44460678100586,265,47.34425354003906,7005,58.11333383948991
91345,967.5,88.0,9.095607235142118,91.8764701278508,0.6795087475885748,38.96482015302192,0.8913263517534957,0.5406913536328023,0.783,0.6211,0.7341,0.8329,0.883,18481,5811,375,1907,12411,5410,93622.0,5410,4062,18166,16.0,0.7508317929759705,7.759320383096152,91345,58.05961990356445,4329,,0,45.25281524658203,155,58.28786888244395
91350,2233.0,172.0,7.702642185400806,53.85753204459942,0.2816793752050139,34.136314459265336,0.6053075092602622,0.2872484104058339,0.2661,0.1532,0.3326,0.5518,0.3783,42970,24546,1893,5542,13125,13223,137626.0,13223,10796,42815,27.8,0.8164561748468577,6.402141028624622,91350,55.96992492675781,3273,51.64631271362305,2234,,0,57.343624458378855
91351,1785.5,148.5,8.316998039764771,62.11154700183599,0.3162323759537397,34.121754707798594,0.623740742756845,0.4401124327445595,0.6579,0.5398,0.7399,0.6759,0.5852,32677,18131,971,2278,16816,10311,104214.0,10311,7646,32677,18.8,0.7415381631267578,9.465373198274015,91351,55.355098724365234,2496,51.218196868896484,1913,,0,56.78108128297141
91352,2467.0,192.0,7.782732063234699,83.74434389273057,0.6583420068017056,40.59517881332209,0.9968138006146005,0.6142184031388257,0.9053,0.8778,0.8216,0.7949,0.8835,45601,18728,1015,2209,31826,12175,68132.0,12175,6468,45398,11.9,0.5312525667351129,13.170763799039497,91352,57.046390533447266,9315,51.41661071777344,1440,49.46926498413086,12201,58.65479155222226
91354,1546.0,134.0,8.667529107373868,43.8957051321806,0.2899543423528977,34.25243536912677,0.621129889522598,0.2778826191674875,0.0918,0.1152,0.1506,0.5048,0.1414,33039,19320,1703,6468,6423,10808,145442.0,10808,8567,33029,32.8,0.7926535899333826,4.945670268470596,91354,53.570125579833984,207,,0,,0,53.608135753525886
91355,1387.5,112.5,8.108108108108109,62.72499122237912,0.3524689518570816,35.22198623228594,0.6554821766875629,0.2671135705354031,0.4778,0.355,0.4542,0.4108,0.6095,30289,20332,747,3603,6539,11898,109752.0,11898,7676,30216,32.9,0.6451504454530174,8.884413483442835,91355,57.440086364746094,5729,46.38246154785156,65,,0,57.77508308095342
91356,1458.5,147.0,10.0788481316421,87.94970475705604,0.7379162812390823,39.95379635372039,0.9972195644845028,0.2947986666700993,0.6094,0.5018,0.602,0.3626,0.7161,30599,20701,1895,2245,5070,11903,105513.0,11903,6842,30428,32.1,0.5748130723347056,9.225791692538971,91356,55.9359016418457,3365,,0,,0,55.957987758868285
91361,630.0,77.0,12.22222222222222,39.10190380402068,0.3068211542033359,28.92933618885202,0.6243767351750901,0.1531905016047283,0.1813,0.1684,0.2474,0.2374,0.3418,18753,14471,215,1508,2058,7752,127304.0,7752,5396,18661,33.7,0.696078431372549,6.105689756305658,91361,54.14752197265625,4135,,0,,0,54.18081829214489
91362,1331.0,116.0,8.715251690458302,85.64577629135059,0.3954044917366492,30.460117124731887,0.7060679116282764,0.1735812709618649,0.2982,0.2287,0.365,0.3127,0.4264,36770,27677,699,3429,6091,13856,135998.0,13856,9725,36701,30.4,0.7018620092378753,8.433505575197172,91362,57.824729919433594,7341,,0,,0,57.83903945840016
91364,1216.0,104.5,8.59375,83.3758464662839,0.5856641937241878,38.3652284881266,0.9025441403812235,0.2225876835472882,0.3982,0.2766,0.3569,0.3552,0.6008,28765,19722,1610,2971,3783,10308,128306.0,10308,6895,28574,32.6,0.6688979433449748,6.751260212063272,91364,56.69058609008789,4346,,0,,0,56.709156728551626
91367,2301.0,195.0,8.47457627118644,82.52661351689834,0.6130437992968908,38.46342819205173,0.9101378363656516,0.3083472407729559,0.4965,0.4257,0.3604,0.404,0.6286,44862,29423,3251,5762,6933,18234,106355.0,18234,8925,44849,35.3,0.4894702204672589,11.441754714457671,91367,55.69890594482422,4882,,0,,0,55.722227478863445
91381,791.0,82.5,10.429835651074589,59.04441472868674,0.2596476826403511,33.153020003733985,0.5817956353278324,0.3035771449584643,0.3316,0.3491,0.4693,0.5864,0.2265,20864,10542,1161,4974,4110,6817,148873.0,6817,4266,20864,33.9,0.6257884700014669,4.903182515337424,91381,56.92404556274414,2950,,0,,0,56.941646241629094
91384,1164.5,96.5,8.286818376985831,62.26906429844025,0.2200292919059288,31.65097859635977,0.6148853170010176,0.3090730112611298,0.4702,0.383,0.2694,0.6204,0.6107,27652,15078,1343,2392,11465,7103,127416.0,7103,6032,23478,22.6,0.8492186400112628,3.464487198032692,91384,57.22042465209961,12049,,0,,0,57.23686645706116
91387,2489.5,201.5,8.093994778067886,82.84294106208523,0.3881198001002579,34.023129094717305,0.6387957798819777,0.4434996823795021,0.548,0.4889,0.4739,0.6555,0.5174,46812,23878,3451,4581,20317,14036,111090.0,14036,9012,46806,23.6,0.6420632658877173,10.249508672989831,91387,57.69380187988281,6395,51.908653259277344,2348,,0,58.71686423335323
91390,762.0,71.5,9.383202099737533,29.431663540879992,0.2124410436159618,31.51085022474666,0.5319941405182881,0.235029743892295,0.1444,0.1064,0.2387,0.3785,0.3117,18930,13000,413,1028,5021,6194,145465.0,6194,5412,18835,27.4,0.8737487891507911,5.272054939249868,91390,56.039886474609375,15994,50.86972427368164,1428,,0,57.20120022679823
91401,2031.5,144.5,7.112970711297072,72.7592928711677,0.6713201200806261,42.917723434595175,1.0557687833918663,0.4539422160972745,0.7877,0.8655,0.4745,0.6034,0.8065,39179,20402,2122,1885,17301,14963,72476.0,14963,5073,39158,25.1,0.3390362895141349,17.348579596212257,91401,54.53507995605469,1904,,0,45.6973991394043,1416,55.08200107510351
91402,3907.0,345.0,8.830304581520348,73.22338795823549,0.6111234800078933,40.7666788202387,0.97817909773954,0.687264184467358,0.9801,0.9725,0.9235,0.9008,0.9085,67937,12486,2196,10311,47590,20036,55130.0,20036,7194,67532,15.1,0.3590537033339988,19.086801006815136,91402,54.88056564331055,2521,48.89249801635742,640,45.878875732421875,772,56.2721856896508
91403,1463.0,135.5,9.26179084073821,93.45735075946487,0.8933472700757047,43.47546448090147,1.1603736205659914,0.2298941992858332,0.314,0.3924,0.1251,0.3541,0.4519,25887,17965,1566,2108,4288,11923,107970.0,11923,5000,25887,37.9,0.4193575442422209,7.582956696411326,91403,58.875091552734375,4526,,0,48.08780288696289,7084,59.22825138021447
91405,3179.5,253.5,7.972951721968863,71.2668088966387,0.6424361901830707,41.62533140064497,1.0431093096626722,0.6435906725265481,0.9515,0.9444,0.7764,0.7705,0.9623,55451,20437,2371,4985,33815,18370,58365.0,18370,4943,55140,19.3,0.2690800217746325,19.653387675605487,91405,55.25544357299805,1803,52.797000885009766,1014,48.93414306640625,8853,57.8106388040668
91406,2936.0,229.0,7.799727520435967,85.52884891536307,0.6730580593929516,41.52230350364591,1.0877837468357294,0.5690094218228458,0.8608,0.8801,0.7486,0.7394,0.792,53276,20578,2348,3961,30707,18792,71819.0,18792,7367,53211,18.1,0.3920285227756492,16.81620241759892,91406,55.786460876464844,5240,50.92787170410156,686,53.60572052001953,22964,58.64637841042136
91411,1385.5,137.5,9.924215084806928,81.32541519976077,0.7015713478075895,42.13634079862384,1.084656358383124,0.4830869894866494,0.8327,0.8865,0.4629,0.681,0.8876,23689,10923,1721,2100,11299,9218,73669.0,9218,2735,23410,27.2,0.2967021045779995,17.15142049052303,91411,57.08868408203125,1769,,0,46.31276321411133,5285,57.44535744464844
91423,1573.5,133.5,8.484270734032412,87.76854543433926,0.8074471426114458,43.492890782554944,1.113497292716598,0.2440314126070571,0.3029,0.4982,0.0991,0.3048,0.3772,31787,23195,1580,1732,4413,14902,104205.0,14902,5652,31673,40.1,0.3792779492685545,7.830245068738792,91423,56.832115173339844,2937,,0,47.829524993896484,11049,57.35478796063497
91436,711.0,77.0,10.829817158931084,74.9532654987046,0.66197965634688,41.14568858605168,0.9976832908076112,0.1525813145079427,0.1766,0.1637,0.3662,0.128,0.2903,16190,13569,338,729,1254,5965,155346.0,5965,4624,16137,34.8,0.7751886001676446,6.454601605929586,91436,56.78082275390625,3507,,0,49.63901138305664,8474,57.55528241841898
91501,936.5,100.5,10.731446876668446,69.79367280956225,0.6222056580092358,40.44766801677347,0.9806278817932804,0.2875415031813597,0.6222,0.6082,0.7184,0.3127,0.5249,18951,13912,317,1652,3156,7731,80198.0,7731,2925,18945,28.6,0.3783469150174621,12.25265157511477,91501,50.28812026977539,609,45.6553840637207,339,,0,51.60267448343464
91502,532.5,77.0,14.460093896713616,87.18601794969904,0.7514600718514137,42.99518537181288,1.0703418743634046,0.4307428136325371,0.738,0.6175,0.847,0.5348,0.7329,12312,7519,542,1720,3520,5585,59711.0,5585,537,12278,26.0,0.0961504028648164,13.247238466536713,91502,57.3668098449707,2171,51.436763763427734,3650,,0,58.36051184881072
91504,1215.5,97.5,8.02139037433155,77.60400222436495,0.5984028358867733,39.28400394876601,0.964965651668118,0.3326581463131317,0.6287,0.5199,0.6547,0.4646,0.6761,27479,17001,1269,3422,6322,10224,99318.0,10224,5639,27424,27.9,0.5515453834115805,11.415990392663488,91504,57.14084243774414,3679,49.62635040283203,1963,48.12884521484375,2559,58.28955586876306
91505,1304.0,117.0,8.97239263803681,90.97045802409282,0.6559913026673126,42.51324340392435,0.991904130762584,0.3067890517736195,0.3784,0.3819,0.1906,0.4833,0.4954,32156,19706,978,3288,8968,13017,104361.0,13017,5970,32142,31.0,0.4586310209725743,8.81950491354646,91505,55.46657943725586,4148,50.29218673706055,1487,56.44989776611328,10330,59.545381300362116
91506,736.5,88.0,11.948404616429055,84.64045181930939,0.6396628110382753,42.3453614083022,0.9803654124326432,0.3177072257611151,0.3801,0.2789,0.3024,0.451,0.5481,19559,12479,234,2934,4983,8103,104009.0,8103,4698,19274,35.3,0.5797852647167716,7.919627792831944,91506,54.3936767578125,1850,48.372955322265625,1460,46.19394302368164,701,55.85916899827946
91601,1777.5,143.5,8.073136427566807,82.89314372962747,0.7542153646098979,45.02090486546573,1.091002059490667,0.448467009842163,0.7094,0.8175,0.1895,0.5688,0.8111,35615,20086,3479,3165,11778,17625,73735.0,17625,2999,35549,38.8,0.1701560283687943,17.088305489260144,91601,56.04052734375,2599,,0,52.49497604370117,7563,57.63773755307617
91602,911.5,84.0,9.215578716401536,97.4891476857497,0.9277311876724296,45.47366830513256,1.1478055679160184,0.2713881445467122,0.2947,0.5023,0.0649,0.404,0.3841,19980,12643,1433,1918,3709,10057,93210.0,10057,3247,19980,39.7,0.3228596997116436,8.363363363363362,91602,59.274085998535156,2864,,0,49.39396667480469,4739,59.70370094417924
91604,1514.0,125.0,8.256274768824307,84.9334463745865,0.8585841358037865,45.38798023977371,1.1208651972787904,0.2095202551960902,0.3357,0.3883,0.1049,0.2895,0.5857,32073,23363,1366,2765,3817,14449,132494.0,14449,6356,31778,39.4,0.4398920340507993,6.734636610232907,91604,55.132808685302734,3633,,0,48.642677307128906,10501,56.02284127635472
91605,2853.0,250.0,8.762705923589206,79.91765482217251,0.6851975542857536,42.31825000089267,1.056087880535247,0.586173456054154,0.9398,0.9497,0.6999,0.7343,0.9519,51654,22682,1050,4375,31259,16145,61031.0,16145,6347,51347,15.9,0.3931248064416228,17.535912030046074,91605,55.26972961425781,3883,51.70616912841797,2441,52.38701629638672,7568,58.18142087971968
91606,2125.5,151.5,7.127734650670431,79.1429106628904,0.656489306822779,43.96644411928071,1.081716730818892,0.5036374270295765,0.8766,0.9041,0.613,0.6714,0.9206,43552,22253,2182,1720,23367,15339,64976.0,15339,5204,43333,18.9,0.339265923463068,18.462986774430565,91606,55.59186935424805,2411,47.592037200927734,82,49.4370231628418,5572,57.05589676412326
91607,1579.5,118.5,7.502374169040836,87.63362093679308,0.7757338055768668,45.10635419962371,1.0937678090728338,0.2964087064884337,0.6749,0.6725,0.3824,0.4476,0.8024,30734,18441,2177,2513,7152,13751,82995.0,13751,4237,30382,34.2,0.3081230455966838,12.40645539142318,91607,57.189186096191406,2917,,0,47.944026947021484,3785,57.68482760365836
91608,5.5,0.0,0.0,78.9738863740602,0.7693252743769275,40.75333654504818,1.0528512174254196,0.4904840959252472,0.0135,0.0994,0.0,0.4119,0.0939,56,56,0,0,23,41,56898.0,41,0,56,69.6,0.0,0.0,91608,60.29823684692383,359,,0,,0,60.30633872056646
91702,3416.0,250.0,7.318501170960187,85.86404406923123,0.6206778652493574,39.71486092444505,0.7816767968892524,0.6284534567033058,0.8158,0.7497,0.4432,0.8691,0.9473,62196,23796,1723,8219,42607,16947,82382.0,16947,9913,61902,15.7,0.584941287543518,11.319055887838443,91702,56.15464782714844,8820,50.68813705444336,2441,,0,57.24855673288184
91706,4103.0,338.0,8.237874725810384,79.46726011075718,0.7951498722698057,43.19556634488539,0.9666210458639736,0.6908621299780823,0.8509,0.8544,0.7706,0.966,0.6993,72495,19364,733,15928,52858,18343,76348.0,18343,10943,72134,11.5,0.5965763506514746,13.585764535485206,91706,56.540771484375,9998,51.510196685791016,2829,,0,57.73407979786485
91709,3700.0,265.0,7.162162162162162,84.82729611781153,0.7937875402643503,41.52728326840205,0.9699053668564572,0.4857475735165239,0.3725,0.3556,0.2775,0.77,0.3534,78341,25785,3232,31309,22495,25192,117603.0,25192,17767,78198,32.1,0.7052635757383297,7.145683613944168,91709,55.9034423828125,10768,49.899070739746094,673,46.37590408325195,1462,57.246579754749575
91711,1142.0,101.0,8.84413309982487,81.69818440294617,0.6776880402194762,39.51810323902126,0.8591837453062459,0.3259482615408372,0.3754,0.2222,0.3268,0.5365,0.5585,37542,21119,1982,5689,9368,12893,115079.0,12893,8434,37222,27.6,0.6541534165826417,5.103617281977519,91711,57.05239486694336,5739,50.740779876708984,1857,,0,57.97176467644954
91722,1870.0,167.0,8.930481283422461,78.1221368352215,0.7276425091808648,42.01939837152241,0.9329240707333586,0.5328739641001112,0.6807,0.5164,0.6964,0.8635,0.6419,34470,12857,1207,5584,21897,10024,95157.0,10024,6755,34397,16.3,0.6738826815642458,6.533217290397447,91722,54.25447463989258,2569,51.33019256591797,1127,,0,56.05503456865483
91723,1047.5,113.0,10.787589498806682,84.29545819639317,0.6995319220527666,42.00352205069072,0.9223463319198172,0.5332603044061338,0.7287,0.6743,0.5539,0.8181,0.7173,17964,7814,864,1780,11656,6164,82018.0,6164,2395,17749,16.2,0.3885463984425698,9.93097305722556,91723,53.296958923339844,1662,50.91525650024414,972,,0,55.29053362082469
91724,1298.5,123.5,9.510974201001156,81.63700932344614,0.6724106453353763,41.19482805847348,0.8849777961737793,0.4831283317436306,0.5778,0.4585,0.5064,0.7943,0.5446,28575,11638,1495,4244,15800,9052,96720.0,9052,6254,28533,23.4,0.6908970393283252,8.745406824146981,91724,56.13692855834961,3649,51.420616149902344,1043,,0,57.40800164493601
91731,1518.0,137.0,9.025032938076416,78.69355255994596,0.8279304974187552,44.25862765478748,1.0192923938896123,0.7460903267554193,0.9965,0.9573,0.9705,0.9569,0.9965,28201,6541,115,8170,18305,8370,57047.0,8370,2856,28020,11.4,0.3412186379928315,17.04194886706145,91731,58.08635330200195,3464,50.60236358642578,3521,,0,58.805314722313575
91732,3291.0,238.0,7.231844424187177,73.00460951475313,0.8439659630914702,43.96065378388943,0.999906855844812,0.7323248038072421,0.9556,0.893,0.8505,0.9694,0.9496,58888,13272,469,16987,38865,15614,62047.0,15614,6776,58358,11.1,0.4339695145382349,16.240999864148893,91732,56.06076431274414,2287,50.298221588134766,1307,,0,57.09121069112346
91733,2367.5,199.5,8.426610348468849,78.0898517432383,0.9315909137347514,45.24591044362789,1.0885648036887874,0.7609436515883046,0.9602,0.9556,0.7758,0.9807,0.9299,42953,8922,323,10224,31063,10952,63883.0,10952,4750,42764,8.5,0.4337107377647918,19.111587083556444,91733,56.07378005981445,5277,45.40718460083008,6,,0,56.44102918459198
91740,1256.0,0.0,0.0,86.02162981063628,0.6024401563690784,38.72385221754425,0.7969183758282342,0.3933804631349845,0.6725,0.4064,0.8158,0.6686,0.7578,27131,14066,619,2613,13473,8393,96433.0,8393,5479,26386,20.7,0.6528059096866436,8.484759131620654,91740,57.43719482421875,5498,,0,,0,57.45283755076769
91741,1085.0,0.0,0.0,60.10107821091309,0.4409320563306549,35.78128100404729,0.6888468312181975,0.3115231592472706,0.2532,0.2164,0.2885,0.5071,0.3163,26052,15932,667,3473,7759,8703,117252.0,8703,6227,26002,25.5,0.7155004021601746,5.370029172424382,91741,51.61934280395508,1845,,0,,0,51.67875913396447
91744,4716.0,0.0,0.0,70.35091758516292,0.7289991591230325,43.12991576182508,0.993404031454956,0.6736407851023594,0.7883,0.7357,0.7688,0.9615,0.6309,79380,22037,949,10713,63777,18445,86290.0,18445,12685,79289,9.6,0.6877202493900786,10.207860922146637,91744,55.214393615722656,5450,48.28657531738281,5687,,0,56.02743496586628
91745,2577.0,0.0,0.0,78.5604711444727,0.7299665096456468,42.202692874648335,0.9805080085648658,0.5422773077597252,0.5836,0.4573,0.544,0.8827,0.5116,55489,14803,470,23101,23969,16388,101427.0,16388,12369,55422,24.1,0.75475958018062,10.562453819675971,91745,56.5739631652832,6699,50.064693450927734,9580,,0,57.457435454714926
91746,1643.0,0.0,0.0,74.48661221053992,0.7940347690672246,43.70364949520816,1.0238589970738132,0.6536478688095414,0.7977,0.7883,0.6727,0.9756,0.6738,29429,8065,604,3307,24709,7139,83634.0,7139,5352,29429,10.8,0.7496848298080964,11.746916307044073,91746,56.89772033691406,4137,49.75282669067383,9016,,0,57.67147959488774
91748,3772.0,0.0,0.0,69.6391514262627,0.725385288421932,42.245849590502665,0.9879704980815646,0.5987464288629479,0.7216,0.6462,0.6176,0.9428,0.6228,43851,5482,432,26211,13459,13654,83610.0,13654,8786,43786,26.5,0.6434744397246228,9.90855396684226,91748,56.701847076416016,4487,50.999359130859375,10269,,0,57.743768586099684
91750,1242.0,0.0,0.0,75.7526163617625,0.5709767221958948,38.23728326486808,0.7999485975054025,0.3499134720029967,0.5684,0.2901,0.7265,0.5671,0.719,33436,19610,1450,3632,12097,12316,103774.0,12316,8438,33200,25.9,0.6851250405975966,8.042229931810025,91750,56.43267059326172,4840,51.29412078857422,1395,,0,57.60064783623413
91754,2275.0,0.0,0.0,77.84453492559811,0.9834070083718504,46.47461326723125,1.1429058975273456,0.6475969411984511,0.7053,0.569,0.6981,0.9484,0.613,33937,4941,472,20425,10553,11919,83490.0,11919,6496,33840,25.6,0.5450121654501217,11.75118602115685,91754,56.359519958496094,3673,49.63718032836914,207,,0,57.20532423255512
91755,1281.0,0.0,0.0,78.06354528647896,0.9430234604294998,45.83750520308596,1.1142465923617495,0.6720446368763222,0.8304,0.7444,0.7358,0.9564,0.8059,26418,2939,141,18715,5816,8466,70459.0,8466,3804,26193,21.2,0.4493267186392629,12.154591566356272,91755,55.68449020385742,2571,53.07731628417969,151,,0,57.591546181802315
91765,2151.0,0.0,0.0,71.73685145912683,0.7157820662371893,40.327143458922905,0.9133878336638922,0.4857711235521836,0.4064,0.3538,0.5041,0.855,0.2607,45303,9824,1790,26454,8457,15081,105712.0,15081,11633,45233,33.7,0.771367946422651,9.657197095115114,91765,58.78435516357422,7146,50.78702926635742,257,,0,59.428597906083255
91766,4205.0,0.0,0.0,80.43980254464172,0.7281559189011343,41.05748105963824,0.9141980217724108,0.6690840581665852,0.8895,0.8398,0.7752,0.9337,0.8685,69517,18534,3489,9319,50607,19218,72692.0,19218,10158,69202,13.2,0.5285669684670621,14.241120876907804,91766,56.59871292114258,9027,50.363712310791016,6501,45.945491790771484,2075,57.81757091396443
91767,3048.0,0.0,0.0,83.22585539230418,0.6391398526970373,40.26361571084992,0.8530199463224444,0.6326389803424088,0.9199,0.7988,0.8413,0.8793,0.9652,50715,15722,3116,4439,35264,14736,75870.0,14736,8129,50246,13.6,0.55164223669924,14.66035689638174,91767,55.39545440673828,4577,49.90616226196289,4664,45.71269607543945,3387,56.82595300978015
91768,1933.0,0.0,0.0,89.88944779122892,0.6906217920998884,40.45233461915696,0.8757926774461219,0.6906115112921642,0.9561,0.9,0.7375,0.8725,0.9902,35443,10585,1361,2596,26300,8407,71462.0,8407,4621,34626,8.8,0.5496609967883906,13.548514516265552,91768,57.594688415527344,6928,50.69990921020508,6985,,0,58.408735161974334
91770,2616.0,0.0,0.0,84.14766823463165,0.9034983838732158,44.814625713309184,1.0798186730493502,0.693188310638017,0.7719,0.7064,0.6124,0.9603,0.7381,59410,5294,374,37978,17870,16458,70863.0,16458,8482,58899,18.6,0.5153724632397618,11.600740616057903,91770,56.309505462646484,5550,51.259395599365234,1603,,0,57.49856196360188
91773,1475.5,116.5,7.895628600474415,77.67359884943497,0.598359700343303,39.82241252164262,0.8335648695526513,0.3716622343163204,0.5848,0.4152,0.5585,0.6164,0.6784,34066,18242,1100,5433,12306,11910,101466.0,11910,8410,33844,22.9,0.7061293031066331,9.237949862032526,91773,56.98549270629883,8267,51.4149169921875,1139,,0,58.055207157016
91775,1115.0,104.5,9.37219730941704,81.20333194076004,0.6768136061937092,42.26972662863725,0.9450853822249632,0.4878086801874655,0.5602,0.4491,0.5243,0.8091,0.507,24169,6288,350,12624,5882,8245,107359.0,8245,5396,23928,32.0,0.6544572468162523,11.523025363068394,91775,54.643333435058594,1797,,0,,0,54.67304970554142
91776,1830.0,147.0,8.032786885245901,83.77712310076087,0.7970072791929413,44.409269853007615,1.050077918239198,0.6602003819696662,0.7807,0.7532,0.566,0.9348,0.7457,37340,4961,381,22809,10519,11437,77147.0,11437,4850,36897,22.0,0.4240622540876104,13.385109801821104,91776,55.319007873535156,2872,50.38056564331055,1204,,0,56.53683886037545
91780,1824.5,150.0,8.22143052891203,71.29313576860069,0.6481109268448991,41.89702176690295,0.9086827681332748,0.5631826283863856,0.6023,0.5082,0.781,0.8708,0.3633,35556,6820,177,23278,6552,11617,94946.0,11617,7033,35393,27.6,0.6054058707067229,9.826752165597927,91780,53.7908821105957,1956,48.416664123535156,368,,0,54.911224276629326
91789,1875.5,134.5,7.171420954412157,57.53137359967429,0.6740035491608436,41.62846519599047,0.9283965153750832,0.5343381200227373,0.362,0.245,0.5342,0.9054,0.263,41377,6742,995,27014,7966,12698,123555.0,12698,10412,41328,36.1,0.8199716490785951,7.216569591802209,91789,56.33612060546875,7403,50.400672912597656,10561,,0,57.33042319280312
91790,2214.0,149.0,6.729900632339657,84.29775241367862,0.7844224350933802,42.77354357292952,0.9882124656514356,0.5768599413925304,0.7199,0.5538,0.7567,0.8907,0.6918,44855,12539,1194,9743,27841,12735,97868.0,12735,8039,44403,16.3,0.6312524538672949,8.768253260506075,91790,56.014320373535156,4424,52.40976333618164,208,,0,57.593605173959006
91791,1671.5,150.5,9.003888722704158,75.69968571535898,0.7284955627240629,42.26389171499748,0.9601798788598276,0.5275560638098465,0.6977,0.5655,0.7097,0.8652,0.617,33902,9956,1183,9957,17130,10793,96470.0,10793,7213,33891,23.4,0.6683035300657834,8.306294613887086,91791,57.09307098388672,4291,,0,,0,57.110001119107196
91792,1451.0,140.0,9.648518263266713,61.04739339813902,0.6728542765192642,42.86122981061904,0.9767517004847702,0.6059120710914908,0.6877,0.5251,0.6367,0.9467,0.6692,31208,5445,2439,13160,13199,9256,94439.0,9256,5318,31167,24.9,0.5745462402765773,11.89438605485773,91792,55.99326705932617,1481,47.40381622314453,767,,0,56.565704481696876
91801,2416.5,193.5,8.007448789571695,82.97343267567967,0.8153032937492899,44.89325363991138,1.0813613656676588,0.6355335082705943,0.7316,0.6099,0.6031,0.9082,0.7439,53320,8975,1448,27998,17464,19985,81580.0,19985,7391,52794,26.0,0.3698273705278959,10.718304576144035,91801,56.377803802490234,3902,51.17225646972656,1012,,0,57.530287555605696
91803,1270.5,125.0,9.838646202282566,88.21272920594042,1.0496975237902906,46.45399363796636,1.1914756969002724,0.6195614766151035,0.7117,0.6316,0.6941,0.928,0.5608,29006,5155,577,14206,11412,10100,76694.0,10100,4933,28939,24.6,0.4884158415841584,15.545059642832518,91803,58.20804214477539,3676,51.146549224853516,2178,,0,58.99345039034647
92397,323.0,55.0,17.027863777089784,7.592926241416902,0.1208685750724342,22.606893135317776,0.3108939522450252,0.3510464934428542,0.2088,0.2936,0.5435,0.1615,0.1437,5059,4313,26,210,688,2319,77171.0,2319,1867,5059,24.0,0.8050884001724882,14.19252816762206,92397,52.23320770263672,2356,,0,,0,52.284838571752815
93532,148.0,27.5,18.58108108108108,44.17038446935047,0.1007092593995918,27.993850903975577,0.4957424266288006,0.38271252535504,0.4316,0.4661,0.3963,0.3093,0.4166,2768,2038,71,75,628,982,98788.0,982,783,2685,13.1,0.7973523421588594,4.299132947976879,93532,51.929073333740234,2277,,0,,0,51.98442572842933
93535,5709.5,547.5,9.589281022856644,52.02611333887905,0.2499194683347491,27.959163637474152,0.6044338482824507,0.6542909134183725,0.8292,0.8035,0.8105,0.8164,0.7138,80905,31173,17479,2056,43184,22857,61183.0,22857,14666,80832,9.6,0.6416415102594392,18.61689635992831,93535,52.69546890258789,18251,52.5078239440918,959,,0,55.62486922257905
93536,4025.5,349.5,8.68215128555459,48.5440476843061,0.1928794241776473,26.760634939340964,0.5233335934698257,0.3888637886461884,0.5228,0.4526,0.4809,0.6142,0.5012,72131,38929,9490,3952,26693,22872,97418.0,22872,15559,68215,15.5,0.6802640783490731,11.742524018799129,93536,53.93189239501953,22334,,0,,0,53.96687681453884
