LBW_Rate,health_insurance_coverage_pop,poverty_rate,avg_diesel_pm,diesel_poverty_interaction,avg_traffic_pct
7.825203252032519,57639,21.13716783459377,1.016898793082242,21.49436046017519,79.58889300298623
8.451621304857403,53100,23.98885290351736,1.0104359733521655,24.239199933167484,84.28789945185436
7.871406823676905,75006,26.84740882917466,1.117199574586545,29.993913722704985,91.14788489364793
7.986373959121877,58765,19.24260194108748,0.9216457461249248,17.734862223378496,87.25532219247842
9.108653220559532,37655,23.58955342480267,1.0181200268138508,24.01699676538686,83.06200124585338
7.675557974959172,56075,22.764356855265948,1.0616636636555916,24.16809049972493,85.11008181919985
9.682477459819678,40995,33.1626182811433,1.1897530189499947,39.45532521627653,92.2271787228805
10.366041218086744,33053,18.23981134357238,0.8211252082536841,14.977168887998781,78.17999133990999
17.24137931034483,4185,9.84468339307049,1.018756896896669,10.029339104454662,80.91519798410319
8.14214373597742,105900,26.982704965956884,1.0856061920073552,29.292591588150405,85.88389724983686
9.961685823754788,29197,18.589643507676296,1.3935942132541963,25.906419618756125,94.6329785165443
15.658362989323845,14583,45.64338109275382,1.467375923572916,66.97599848597021,86.92536641111286
25.75250836120401,9255,35.55483662245228,1.4528505382481682,51.65586352425547,85.1753016407394
10.970996216897856,25545,25.354151991860373,1.4002923068016018,35.50322397968059,96.98951097122688
8.225641025641025,47255,15.286731911475618,0.9613995159258742,14.696656659781274,91.2010261030414
10.349854227405247,28707,35.598525422549905,1.3386196906464125,47.652887088602206,92.40433389752609
8.178364327134572,49276,21.74435849132229,0.981032302403643,21.331918075032114,88.82568206311537
7.915611814345993,58737,16.59484935196095,0.9129698476328028,15.150597084349103,81.86568455793609
9.88593155893536,38396,17.984375,1.0276018738207084,18.480777449494305,74.1557675644689
30.461538461538463,2781,40.30924128011507,1.464836757400729,59.04645829004737,93.14531493466622
7.46186615363474,64115,16.561959249848005,1.136568128170486,18.823795023435615,90.350617979353
7.919312663429212,44403,22.80623008214013,1.3847426584637563,31.580759673478813,97.15702719349844
8.88888888888889,50384,18.98118749007779,0.8289079029483188,15.733656317869245,76.68332144480854
7.834308869878432,44168,11.751333588421977,0.9224796341721376,10.840365909682259,90.43962711114705
8.144144144144144,64468,17.756951628093688,1.1520903753639884,20.45761306653064,89.861115118177
8.065915004336514,45390,13.49750895900708,0.8743152187469406,11.801077498033067,80.8028404294422
10.168539325842698,30859,19.430637144148218,1.0682204623041156,20.75620419298553,93.24824379089624
11.01818181818182,34129,21.89962192271061,1.0753323068677445,23.549370961679834,89.43308875949096
8.846715328467154,37063,17.889847024588196,1.12772702745982,20.17486400674975,90.05962398117569
8.296330918438887,44724,14.337915821839978,0.8800459755416695,12.618025116665502,81.38872036987189
8.558650132140679,47193,26.54286014059385,1.4154895226032749,37.57114042893468,89.34922326096658
8.430123641813413,54848,8.868346016236538,1.0829735381111667,9.604184062397755,92.7937427876862
7.618820157630762,26382,8.084226358338034,0.8337963342175974,6.74059830256753,80.58491901789819
6.226786104435219,37569,10.82120223795508,0.8653223465112947,9.363828112620563,79.03633210100986
7.717201891959173,68860,26.41462990849068,1.087985863023316,28.738743917430725,88.7256483799127
10.458806117414898,27978,18.97137138568212,0.9549317636424568,18.116365136045466,93.37697665865107
7.657316148597422,27968,8.90808667327574,0.93065430489,8.290349210817306,89.71950034892772
14.017991004497752,11811,15.693893065292675,1.304099051894832,20.466391066987057,94.33236250176134
8.329660643455266,28123,9.643021079764132,0.7688209462659882,7.4137565914071315,84.09921780009402
7.972828030032178,58930,10.564487498098089,0.7864881617444849,8.308844352151757,70.9834007188755
10.493695234024363,44177,16.50885045320618,0.8053510571024048,13.29542016403511,77.06166396041925
9.620617896590364,98889,26.619860591978988,1.136672228827246,30.258056270155326,86.65283321614655
8.071278825995808,41085,7.805850740461542,0.879493987467338,6.865198793303395,83.9578448757385
6.433520290333224,47874,11.652480797176668,0.8913253773728915,10.386151843873867,86.36561231055855
9.14326853851692,52142,17.340996168582375,0.9261596466219592,16.060530883567,78.05615415222634
10.441767068273093,20028,11.297829601685368,0.828607244929003,9.361463459929848,86.915991536902
8.474082702387886,35817,5.653424160361819,0.6942816032382428,3.9250683898418206,74.84521855440168
15.325077399380804,8214,7.234042553191489,0.8363266034730472,6.050022237890128,80.79573333941583
9.973485621048338,46128,27.009885028212636,1.1588114817915869,31.29936489256348,86.95027345335973
25.719424460431657,3047,28.730731387340114,1.051855860475301,30.220588185515375,87.54032083454793
8.60215053763441,39278,23.523599604773125,1.100953940844147,25.898399687714793,88.71015466591311
9.570957095709572,28334,23.37848216155833,1.1906711674835508,27.836084649296026,93.67829191615438
10.225763612217795,33509,15.575041756144117,0.908111977427595,14.143881967689396,78.40608725972162
7.541427122083193,51985,16.21289032456545,1.1928197074861402,19.339055094453034,82.82140347600975
8.992506244796003,25831,7.254584681769148,1.004523445993882,7.287400403785175,91.44937751366572
6.67882379758377,44830,13.38619506871283,0.9683562767232116,12.96260601622937,81.22510501437806
7.215715904797884,53866,6.953935946215507,0.933647413106273,6.4925243070908305,87.75043347530524
20.0,2653,6.633999246136449,0.8457156876748169,5.610477234480504,89.29429775555835
7.891832229580574,21050,10.093049753133307,0.8110038221671085,8.185501927113904,81.71651731264498
9.792284866468842,20045,10.915440259416313,0.8766029721451095,9.568507373676725,85.48900010210369
0.0,313,85.94249201277955,1.427719278662285,122.70175270292481,97.35487106162267
13.432835820895525,7868,4.677173360447382,0.6131202793050692,2.8676698371157276,63.28405979484964
14.285714285714285,4164,0.3121998078770412,1.210224512188245,0.377831860193256,99.2932473108986
