Type_of_Event,Year_of_Birth,Residence_or_Place_of_Birth,ZIP_Code_of_Residence,Birthweight_Grams,Total_Births,Last_Data_Refresh
Birth,2022,Place of Residence,90009,3500 - 3999 grams,0,11/10/2025
Birth,2022,Place of Residence,90009,4000 - 5999 grams,0,11/10/2025
Birth,2022,Place of Residence,90009,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90010,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,90010,1000 - 1499 grams,0,11/10/2025
Birth,2022,Place of Residence,90010,1500 - 1999 grams,0,11/10/2025
Birth,2022,Place of Residence,90010,2000 - 2499 grams,0,11/10/2025
Birth,2022,Place of Residence,90010,2500 - 2999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90010,3000 - 3499 grams,12,11/10/2025
Birth,2022,Place of Residence,90010,3500 - 3999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90010,4000 - 5999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90010,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90011,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90011,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90011,1500 - 1999 grams,28,11/10/2025
Birth,2022,Place of Residence,90011,2000 - 2499 grams,90,11/10/2025
Birth,2022,Place of Residence,90011,2500 - 2999 grams,272,11/10/2025
Birth,2022,Place of Residence,90011,3000 - 3499 grams,512,11/10/2025
Birth,2022,Place of Residence,90011,3500 - 3999 grams,310,11/10/2025
Birth,2022,Place of Residence,90011,4000 - 5999 grams,86,11/10/2025
Birth,2022,Place of Residence,90011,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90012,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90012,1000 - 1499 grams,0,11/10/2025
Birth,2022,Place of Residence,90012,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90012,2000 - 2499 grams,14,11/10/2025
Birth,2022,Place of Residence,90012,2500 - 2999 grams,41,11/10/2025
Birth,2022,Place of Residence,90012,3000 - 3499 grams,78,11/10/2025
Birth,2022,Place of Residence,90012,3500 - 3999 grams,49,11/10/2025
Birth,2022,Place of Residence,90012,4000 - 5999 grams,11,11/10/2025
Birth,2022,Place of Residence,90012,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90013,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,90013,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90013,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90013,2000 - 2499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90013,2500 - 2999 grams,16,11/10/2025
Birth,2022,Place of Residence,90013,3000 - 3499 grams,32,11/10/2025
Birth,2022,Place of Residence,90013,3500 - 3999 grams,14,11/10/2025
Birth,2022,Place of Residence,90013,4000 - 5999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90013,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90014,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90014,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90014,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90014,2000 - 2499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90014,2500 - 2999 grams,13,11/10/2025
Birth,2022,Place of Residence,90014,3000 - 3499 grams,26,11/10/2025
Birth,2022,Place of Residence,90014,3500 - 3999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90014,4000 - 5999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90014,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90015,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90015,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90015,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90015,2000 - 2499 grams,14,11/10/2025
Birth,2022,Place of Residence,90015,2500 - 2999 grams,44,11/10/2025
Birth,2022,Place of Residence,90015,3000 - 3499 grams,97,11/10/2025
Birth,2022,Place of Residence,90015,3500 - 3999 grams,49,11/10/2025
Birth,2022,Place of Residence,90015,4000 - 5999 grams,14,11/10/2025
Birth,2022,Place of Residence,90015,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90016,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90016,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90016,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90016,2000 - 2499 grams,21,11/10/2025
Birth,2022,Place of Residence,90016,2500 - 2999 grams,78,11/10/2025
Birth,2022,Place of Residence,90016,3000 - 3499 grams,197,11/10/2025
Birth,2022,Place of Residence,90016,3500 - 3999 grams,102,11/10/2025
Birth,2022,Place of Residence,90016,4000 - 5999 grams,36,11/10/2025
Birth,2022,Place of Residence,90016,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90017,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,90017,1000 - 1499 grams,0,11/10/2025
Birth,2022,Place of Residence,90017,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90017,2000 - 2499 grams,24,11/10/2025
Birth,2022,Place of Residence,90017,2500 - 2999 grams,70,11/10/2025
Birth,2022,Place of Residence,90017,3000 - 3499 grams,109,11/10/2025
Birth,2022,Place of Residence,90017,3500 - 3999 grams,55,11/10/2025
Birth,2022,Place of Residence,90017,4000 - 5999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90017,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90018,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90018,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90018,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90018,2000 - 2499 grams,24,11/10/2025
Birth,2022,Place of Residence,90018,2500 - 2999 grams,113,11/10/2025
Birth,2022,Place of Residence,90018,3000 - 3499 grams,169,11/10/2025
Birth,2022,Place of Residence,90018,3500 - 3999 grams,111,11/10/2025
Birth,2022,Place of Residence,90018,4000 - 5999 grams,38,11/10/2025
Birth,2022,Place of Residence,90018,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90019,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90019,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90019,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90019,2000 - 2499 grams,26,11/10/2025
Birth,2022,Place of Residence,90019,2500 - 2999 grams,103,11/10/2025
Birth,2022,Place of Residence,90019,3000 - 3499 grams,241,11/10/2025
Birth,2022,Place of Residence,90019,3500 - 3999 grams,129,11/10/2025
Birth,2022,Place of Residence,90019,4000 - 5999 grams,34,11/10/2025
Birth,2022,Place of Residence,90019,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90020,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90020,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90020,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90020,2000 - 2499 grams,15,11/10/2025
Birth,2022,Place of Residence,90020,2500 - 2999 grams,42,11/10/2025
Birth,2022,Place of Residence,90020,3000 - 3499 grams,128,11/10/2025
Birth,2022,Place of Residence,90020,3500 - 3999 grams,71,11/10/2025
Birth,2022,Place of Residence,90020,4000 - 5999 grams,16,11/10/2025
Birth,2022,Place of Residence,90020,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90021,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,90021,1000 - 1499 grams,0,11/10/2025
Birth,2022,Place of Residence,90021,1500 - 1999 grams,0,11/10/2025
Birth,2022,Place of Residence,90021,2000 - 2499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90021,2500 - 2999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90021,3000 - 3499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90021,3500 - 3999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90021,4000 - 5999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90021,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90022,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90022,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90022,1500 - 1999 grams,14,11/10/2025
Birth,2022,Place of Residence,90022,2000 - 2499 grams,43,11/10/2025
Birth,2022,Place of Residence,90022,2500 - 2999 grams,134,11/10/2025
Birth,2022,Place of Residence,90022,3000 - 3499 grams,294,11/10/2025
Birth,2022,Place of Residence,90022,3500 - 3999 grams,167,11/10/2025
Birth,2022,Place of Residence,90022,4000 - 5999 grams,48,11/10/2025
Birth,2022,Place of Residence,90022,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90023,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90023,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90023,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90023,2000 - 2499 grams,19,11/10/2025
Birth,2022,Place of Residence,90023,2500 - 2999 grams,92,11/10/2025
Birth,2022,Place of Residence,90023,3000 - 3499 grams,177,11/10/2025
Birth,2022,Place of Residence,90023,3500 - 3999 grams,146,11/10/2025
Birth,2022,Place of Residence,90023,4000 - 5999 grams,38,11/10/2025
Birth,2022,Place of Residence,90023,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90024,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,90024,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90024,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90024,2000 - 2499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90024,2500 - 2999 grams,51,11/10/2025
Birth,2022,Place of Residence,90024,3000 - 3499 grams,91,11/10/2025
Birth,2022,Place of Residence,90024,3500 - 3999 grams,53,11/10/2025
Birth,2022,Place of Residence,90024,4000 - 5999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90024,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90025,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90025,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90025,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90025,2000 - 2499 grams,17,11/10/2025
Birth,2022,Place of Residence,90025,2500 - 2999 grams,67,11/10/2025
Birth,2022,Place of Residence,90025,3000 - 3499 grams,159,11/10/2025
Birth,2022,Place of Residence,90025,3500 - 3999 grams,100,11/10/2025
Birth,2022,Place of Residence,90025,4000 - 5999 grams,20,11/10/2025
Birth,2022,Place of Residence,90025,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90026,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90026,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90026,1500 - 1999 grams,11,11/10/2025
Birth,2022,Place of Residence,90026,2000 - 2499 grams,21,11/10/2025
Birth,2022,Place of Residence,90026,2500 - 2999 grams,116,11/10/2025
Birth,2022,Place of Residence,90026,3000 - 3499 grams,197,11/10/2025
Birth,2022,Place of Residence,90026,3500 - 3999 grams,131,11/10/2025
Birth,2022,Place of Residence,90026,4000 - 5999 grams,27,11/10/2025
Birth,2022,Place of Residence,90026,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90027,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,90027,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90027,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90027,2000 - 2499 grams,15,11/10/2025
Birth,2022,Place of Residence,90027,2500 - 2999 grams,55,11/10/2025
Birth,2022,Place of Residence,90027,3000 - 3499 grams,138,11/10/2025
Birth,2022,Place of Residence,90027,3500 - 3999 grams,76,11/10/2025
Birth,2022,Place of Residence,90027,4000 - 5999 grams,26,11/10/2025
Birth,2022,Place of Residence,90027,Unreliable/Unknown,<11,11/10/2025
Birth,2022,Place of Residence,90028,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,90028,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90028,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90028,2000 - 2499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90028,2500 - 2999 grams,41,11/10/2025
Birth,2022,Place of Residence,90028,3000 - 3499 grams,66,11/10/2025
Birth,2022,Place of Residence,90028,3500 - 3999 grams,44,11/10/2025
Birth,2022,Place of Residence,90028,4000 - 5999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90028,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,90029,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90029,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,90029,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90029,2000 - 2499 grams,14,11/10/2025
Birth,2022,Place of Residence,90029,2500 - 2999 grams,54,11/10/2025
Birth,2022,Place of Residence,90029,3000 - 3499 grams,107,11/10/2025
Birth,2022,Place of Residence,90029,3500 - 3999 grams,62,11/10/2025
Birth,2022,Place of Residence,90029,4000 - 5999 grams,<11,11/10/2025
Birth,2022,Place of Residence,90029,Unreliable/Unknown,0,11/10/2025
Birth,2021,Place of Residence,90001,500 - 999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90001,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90001,1500 - 1999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90001,2000 - 2499 grams,41,11/10/2025
Birth,2021,Place of Residence,90001,2500 - 2999 grams,147,11/10/2025
Birth,2021,Place of Residence,90001,3000 - 3499 grams,271,11/10/2025
Birth,2021,Place of Residence,90001,3500 - 3999 grams,197,11/10/2025
Birth,2021,Place of Residence,90001,4000 - 5999 grams,57,11/10/2025
Birth,2021,Place of Residence,90001,Unreliable/Unknown,<11,11/10/2025
Birth,2021,Place of Residence,90002,500 - 999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90002,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90002,1500 - 1999 grams,11,11/10/2025
Birth,2021,Place of Residence,90002,2000 - 2499 grams,51,11/10/2025
Birth,2021,Place of Residence,90002,2500 - 2999 grams,149,11/10/2025
Birth,2021,Place of Residence,90002,3000 - 3499 grams,276,11/10/2025
Birth,2021,Place of Residence,90002,3500 - 3999 grams,166,11/10/2025
Birth,2021,Place of Residence,90002,4000 - 5999 grams,42,11/10/2025
Birth,2021,Place of Residence,90002,Unreliable/Unknown,<11,11/10/2025
Birth,2021,Place of Residence,90003,500 - 999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90003,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90003,1500 - 1999 grams,14,11/10/2025
Birth,2021,Place of Residence,90003,2000 - 2499 grams,52,11/10/2025
Birth,2021,Place of Residence,90003,2500 - 2999 grams,209,11/10/2025
Birth,2021,Place of Residence,90003,3000 - 3499 grams,438,11/10/2025
Birth,2021,Place of Residence,90003,3500 - 3999 grams,258,11/10/2025
Birth,2021,Place of Residence,90003,4000 - 5999 grams,83,11/10/2025
Birth,2021,Place of Residence,90003,Unreliable/Unknown,<11,11/10/2025
Birth,2021,Place of Residence,90004,500 - 999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90004,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90004,1500 - 1999 grams,11,11/10/2025
Birth,2021,Place of Residence,90004,2000 - 2499 grams,24,11/10/2025
Birth,2021,Place of Residence,90004,2500 - 2999 grams,92,11/10/2025
Birth,2021,Place of Residence,90004,3000 - 3499 grams,195,11/10/2025
Birth,2021,Place of Residence,90004,3500 - 3999 grams,109,11/10/2025
Birth,2021,Place of Residence,90004,4000 - 5999 grams,32,11/10/2025
Birth,2021,Place of Residence,90004,Unreliable/Unknown,0,11/10/2025
Birth,2021,Place of Residence,90005,500 - 999 grams,0,11/10/2025
Birth,2021,Place of Residence,90005,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90005,1500 - 1999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90005,2000 - 2499 grams,11,11/10/2025
Birth,2021,Place of Residence,90005,2500 - 2999 grams,64,11/10/2025
Birth,2021,Place of Residence,90005,3000 - 3499 grams,103,11/10/2025
Birth,2021,Place of Residence,90005,3500 - 3999 grams,74,11/10/2025
Birth,2021,Place of Residence,90005,4000 - 5999 grams,14,11/10/2025
Birth,2021,Place of Residence,90005,Unreliable/Unknown,0,11/10/2025
Birth,2021,Place of Residence,90006,500 - 999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90006,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90006,1500 - 1999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90006,2000 - 2499 grams,29,11/10/2025
Birth,2021,Place of Residence,90006,2500 - 2999 grams,106,11/10/2025
Birth,2021,Place of Residence,90006,3000 - 3499 grams,202,11/10/2025
Birth,2021,Place of Residence,90006,3500 - 3999 grams,137,11/10/2025
Birth,2021,Place of Residence,90006,4000 - 5999 grams,30,11/10/2025
Birth,2021,Place of Residence,90006,Unreliable/Unknown,<11,11/10/2025
Birth,2021,Place of Residence,90007,500 - 999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90007,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90007,1500 - 1999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90007,2000 - 2499 grams,11,11/10/2025
Birth,2021,Place of Residence,90007,2500 - 2999 grams,49,11/10/2025
Birth,2021,Place of Residence,90007,3000 - 3499 grams,80,11/10/2025
Birth,2021,Place of Residence,90007,3500 - 3999 grams,58,11/10/2025
Birth,2021,Place of Residence,90007,4000 - 5999 grams,13,11/10/2025
Birth,2021,Place of Residence,90007,Unreliable/Unknown,0,11/10/2025
Birth,2021,Place of Residence,90008,500 - 999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90008,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90008,1500 - 1999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90008,2000 - 2499 grams,17,11/10/2025
Birth,2021,Place of Residence,90008,2500 - 2999 grams,61,11/10/2025
Birth,2021,Place of Residence,90008,3000 - 3499 grams,123,11/10/2025
Birth,2021,Place of Residence,90008,3500 - 3999 grams,72,11/10/2025
Birth,2021,Place of Residence,90008,4000 - 5999 grams,16,11/10/2025
Birth,2021,Place of Residence,90008,Unreliable/Unknown,0,11/10/2025
Birth,2021,Place of Residence,90009,500 - 999 grams,0,11/10/2025
Birth,2021,Place of Residence,90009,1000 - 1499 grams,0,11/10/2025
Birth,2021,Place of Residence,90009,1500 - 1999 grams,0,11/10/2025
Birth,2021,Place of Residence,90009,2000 - 2499 grams,0,11/10/2025
Birth,2021,Place of Residence,90009,2500 - 2999 grams,0,11/10/2025
Birth,2021,Place of Residence,90009,3000 - 3499 grams,0,11/10/2025
Birth,2021,Place of Residence,90009,3500 - 3999 grams,0,11/10/2025
Birth,2021,Place of Residence,90009,4000 - 5999 grams,0,11/10/2025
Birth,2021,Place of Residence,90009,Unreliable/Unknown,0,11/10/2025
Birth,2021,Place of Residence,90010,500 - 999 grams,0,11/10/2025
Birth,2021,Place of Residence,90010,1000 - 1499 grams,0,11/10/2025
Birth,2021,Place of Residence,90010,1500 - 1999 grams,0,11/10/2025
Birth,2021,Place of Residence,90010,2000 - 2499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90010,2500 - 2999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90010,3000 - 3499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90010,3500 - 3999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90010,4000 - 5999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90010,Unreliable/Unknown,0,11/10/2025
Birth,2021,Place of Residence,90011,500 - 999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90011,1000 - 1499 grams,16,11/10/2025
Birth,2021,Place of Residence,90011,1500 - 1999 grams,18,11/10/2025
Birth,2021,Place of Residence,90011,2000 - 2499 grams,77,11/10/2025
Birth,2021,Place of Residence,90011,2500 - 2999 grams,255,11/10/2025
Birth,2021,Place of Residence,90011,3000 - 3499 grams,511,11/10/2025
Birth,2021,Place of Residence,90011,3500 - 3999 grams,308,11/10/2025
Birth,2021,Place of Residence,90011,4000 - 5999 grams,85,11/10/2025
Birth,2021,Place of Residence,90011,Unreliable/Unknown,<11,11/10/2025
Birth,2021,Place of Residence,90012,500 - 999 grams,0,11/10/2025
Birth,2021,Place of Residence,90012,1000 - 1499 grams,<11,11/10/2025
Birth,2021,Place of Residence,90012,1500 - 1999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90012,2000 - 2499 grams,13,11/10/2025
Birth,2021,Place of Residence,90012,2500 - 2999 grams,41,11/10/2025
Birth,2021,Place of Residence,90012,3000 - 3499 grams,80,11/10/2025
Birth,2021,Place of Residence,90012,3500 - 3999 grams,39,11/10/2025
Birth,2021,Place of Residence,90012,4000 - 5999 grams,<11,11/10/2025
Birth,2021,Place of Residence,90012,Unreliable/Unknown,0,11/10/2025
Birth,2021,Place of Residence,90013,500 - 999 grams,0,11/10/2025
Birth,2021,Place of Residence,90013,1000 - 1499 grams,0,11/10/2025
Birth,2021,Place of Residence,90013,1500 - 1999 grams,0,11/10/2025
Birth,2021,Place of Residence,90013,2000 - 2499 grams,<11,11/10/2025
