Type_of_Event,Year_of_Birth,Residence_or_Place_of_Birth,ZIP_Code_of_Residence,Birthweight_Grams,Total_Births,Last_Data_Refresh
Birth,2022,Place of Residence,91521,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,91521,1000 - 1499 grams,0,11/10/2025
Birth,2022,Place of Residence,91521,1500 - 1999 grams,0,11/10/2025
Birth,2022,Place of Residence,91521,2000 - 2499 grams,0,11/10/2025
Birth,2022,Place of Residence,91521,2500 - 2999 grams,0,11/10/2025
Birth,2022,Place of Residence,91521,3000 - 3499 grams,0,11/10/2025
Birth,2022,Place of Residence,91521,3500 - 3999 grams,0,11/10/2025
Birth,2022,Place of Residence,91521,4000 - 5999 grams,0,11/10/2025
Birth,2022,Place of Residence,91521,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,91522,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,91522,1000 - 1499 grams,0,11/10/2025
Birth,2022,Place of Residence,91522,1500 - 1999 grams,0,11/10/2025
Birth,2022,Place of Residence,91522,2000 - 2499 grams,0,11/10/2025
Birth,2022,Place of Residence,91522,2500 - 2999 grams,0,11/10/2025
Birth,2022,Place of Residence,91522,3000 - 3499 grams,0,11/10/2025
Birth,2022,Place of Residence,91522,3500 - 3999 grams,0,11/10/2025
Birth,2022,Place of Residence,91522,4000 - 5999 grams,0,11/10/2025
Birth,2022,Place of Residence,91522,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,91523,500 - 999 grams,0,11/10/2025
Birth,2022,Place of Residence,91523,1000 - 1499 grams,0,11/10/2025
Birth,2022,Place of Residence,91523,1500 - 1999 grams,0,11/10/2025
Birth,2022,Place of Residence,91523,2000 - 2499 grams,0,11/10/2025
Birth,2022,Place of Residence,91523,2500 - 2999 grams,0,11/10/2025
Birth,2022,Place of Residence,91523,3000 - 3499 grams,0,11/10/2025
Birth,2022,Place of Residence,91523,3500 - 3999 grams,0,11/10/2025
Birth,2022,Place of Residence,91523,4000 - 5999 grams,0,11/10/2025
Birth,2022,Place of Residence,91523,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,91601,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,91601,1000 - 1499 grams,<11,11/10/2025
Birth,2022,Place of Residence,91601,1500 - 1999 grams,<11,11/10/2025
Birth,2022,Place of Residence,91601,2000 - 2499 grams,18,11/10/2025
Birth,2022,Place of Residence,91601,2500 - 2999 grams,62,11/10/2025
Birth,2022,Place of Residence,91601,3000 - 3499 grams,140,11/10/2025
Birth,2022,Place of Residence,91601,3500 - 3999 grams,85,11/10/2025
Birth,2022,Place of Residence,91601,4000 - 5999 grams,34,11/10/2025
Birth,2022,Place of Residence,91601,Unreliable/Unknown,0,11/10/2025
Birth,2022,Place of Residence,91602,500 - 999 grams,<11,11/10/2025
Birth,2022,Place of Residence,91602,1000 - 1499 grams,0,11/10/2025
Birth,2022,Place of Residence,91602,1500 - 1999 grams,0,11/10/2025
Birth,2022,Place of Residence,91602,2000 - 2499 grams,18,11/10/2025
Birth,2022,Place of Residence,91602,2500 - 2999 grams,36,11/10/2025
Birth,2022,Place of Residence,91602,3000 - 3499 grams,65,11/10/2025
